melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156	melodic_157	melodic_158	melodic_159	melodic_160	melodic_161	melodic_162	melodic_163	melodic_164	melodic_165	melodic_166	melodic_167	melodic_168	melodic_169	melodic_170	melodic_171	melodic_172	melodic_173
-1.16856574	0.524825914	0.3705077264	-0.1460993042	-0.1251813644	1.8478525	0.01855553523	-0.4293001354	-0.2156040352	-2.843098525	0.0168324127	0.7463732121	-0.385545616	0.1793223122	-3.014297979	-0.5628257864	0.9516761806	0.5788686961	-0.3097650343	-0.860052877	-1.871292683	0.01971014073	0.2770537552	-0.823776704	0.3023372681	0.8698710026	-1.69826276	-1.443978276	-1.030639484	-0.6175512168	0.4061979118	-0.7148210128	-0.2157079904	0.4204592196	-0.3309180404	-1.471610203	-0.8507153229	-0.7904651708	1.170928374	-0.03598307188	0.4742081039	0.5455915905	0.1785924796	-0.07525979347	-0.4673707632	1.118010233	0.1148290162	1.284433174	-0.4812935414	0.08877195982	0.3534725546	0.4571478045	-2.30726575	1.901867272	0.1317443898	-0.6641129498	1.546988407	-1.044387426	-1.40356599	-0.7766462285	-0.934867315	0.3440131189	-0.9718280624	-0.9453193391	1.198163202	0.5750516565	0.6733692271	0.4667057735	1.843754748	-1.249516419	0.389368584	-1.113757721	-0.5561416038	2.822634174	-0.5849047672	-1.398919903	0.08777679474	0.6953817733	0.05452172601	-0.2413589945	-0.1185859592	0.4681661897	0.9090794515	0.1259678068	1.529633294	-0.3691400742	0.3133809506	-0.149108053	-0.7804156688	-0.7450371724	1.278613449	-0.690657317	0.3704544895	-0.9379272886	1.668304599	0.8213399197	0.5276520557	0.6139187806	-1.245061411	0.09991718957	-0.4399738115	-0.4106779094	-1.081358525	-2.389406593	1.071627524	-0.4550255586	-0.4003891762	-0.3211749547	3.113213309	-0.5681846135	-0.8496779551	0.1753675086	-1.459004971	0.8946356874	-0.6752829372	-0.3031746184	0.2940341848	0.7703957525	-0.8694769603	1.692766003	0.5446186733	0.1450657261	-0.7920461824	0.9401929187	-1.117859004	0.273113025	0.08399126617	0.2313824108	0.6941400079	-0.1124121847	1.170017051	-0.2984136056	-0.2347462619	1.32196562	-0.8112440378	0.2645756674	0.4193476313	1.174377141	0.4711349378	-0.142939428	-0.1841962269	-0.5930927968	0.8573515208	1.029846979	0.36362985	0.9959195989	-0.6263766905	0.08949692827	-0.1253083478	-1.188203547	-0.09942446618	-0.3432970824	-0.07370488677	-0.09235065358	-1.224596485	1.166166625	-0.7238456498	-1.249460105	1.342092853	-1.621804064	-0.1996366025	0.09774569102	0.7189913266	2.255411939	-0.2543278691	-2.257050729	2.323206888	-1.02414168	-0.246731805	-0.2152373194	0.4276813864	-0.07993459009	-0.6580457703	-0.5908169481
0.3907169425	0.3143644326	-0.3025890988	0.125785933	0.02689713331	-0.8168166747	-0.1995504871	-0.7876146616	0.4683408409	-2.311804796	1.434710749	-0.07047455536	-0.04510724746	0.4603264538	-2.87073861	0.05516949173	-0.1606603839	0.5476699871	-0.3548314208	0.4560494399	-1.891679991	1.444876647	-0.009426472244	-0.4042030663	0.7521508189	0.6347336197	-1.564597647	0.5150044566	1.301141982	-1.370737289	-0.2369103158	-0.6673820381	0.6764417396	-0.2130627437	-0.5423818065	0.07637058582	0.158760853	-0.2154676729	1.684167337	0.4084392356	2.47885643	-0.1907804349	-1.052411017	0.2515214199	0.325266969	0.05832882858	-0.05118439706	1.533943027	-0.6456908382	-0.1389201287	0.4351360094	-0.526706001	-2.1867972	-0.358111914	-1.637141097	-0.2871795384	1.437647773	-1.142947748	-1.057753744	-0.4979256351	-0.236256783	0.3728334939	-0.4840745258	-0.4945386285	0.8332805636	0.5952317343	0.1960669336	-0.1838970505	0.09873632375	-0.4920744132	-0.5777965328	-0.6835345178	-0.4767563468	-0.7949888606	-0.6899102172	0.6067923371	0.3618721102	0.9346831835	-1.07745133	-0.3951990187	-0.5705508024	-0.8703363105	-1.149849216	-0.197994735	0.4899577278	-0.001727551116	0.05422329303	-0.3676754038	-1.275054394	1.23927078	0.4306872288	0.8737488216	0.0822713095	-0.529588242	0.5537779674	0.7843969261	0.9268979113	0.6441339376	-1.522361425	-0.7832026284	-0.07487290815	-0.4746836574	-0.04091205355	-2.494696313	-0.6762092165	-1.686341932	-0.5770281587	-0.7449978073	0.09959079061	-1.199780287	-0.002209011519	0.5982657772	0.5668036825	0.3703849624	-1.79771817	0.2414734796	0.8809770664	0.3733876856	0.8826118131	0.516926886	0.162891418	-1.190569424	-0.9660158669	0.2336195224	-0.9042472741	-0.7290940759	-0.09095050178	0.1987191982	-0.8086367151	-0.1802019852	0.07447643799	-0.5264254662	0.1671576737	0.2514176753	-1.554062126	-0.6445850779	1.305146628	0.6239284053	-0.05882668305	-1.268496592	-0.8408627566	-0.5710463474	1.466653238	-0.09130677467	1.406799499	-1.146141243	-1.625331481	0.9390289054	-0.02044399156	-0.7065391589	1.275624433	0.4688211137	-0.5908543451	0.1057869463	-0.2659390573	0.7543451421	0.2829573919	-0.9677899085	0.9144427351	-1.981103759	0.1158347898	0.03880348896	0.1980742332	1.660488723	-1.469481249	-3.439107654	1.664258118	-1.009009866	-0.9211825967	-1.056988383	-0.2706719038	-0.4431732717	0.2025789871	-0.585962096
-1.009164092	0.5319346864	0.7607555414	-0.8938941117	0.4206735058	0.8921437679	0.1481438933	0.4976398086	0.6321371002	-1.426515219	-0.4345544072	-0.7717356974	0.5085875226	1.703478536	-2.233157847	1.139908553	2.18486677	0.09921717624	0.2990760217	0.680901455	-1.956484329	-0.9811073229	0.2320594205	-0.9061734811	1.211091188	0.8107668413	-0.512582869	0.6069832431	-0.7455016927	-0.6326180409	-0.2490823339	-0.2865334485	0.2782356719	-0.1717026679	0.1074324853	2.442770712	-0.6361798652	-0.3045496865	1.674982025	-0.6373736016	-0.662090035	-0.3569363515	1.213994812	-0.6178682129	-0.1943314465	1.639620597	0.1324180809	1.821559341	-1.151968203	1.480845624	-0.07418893575	0.09663717775	-1.539365929	-1.392187138	0.5119376644	0.01149062921	-1.441288323	-0.4969914674	-1.141692109	-0.6186811996	-0.9447741175	0.2042071076	-0.9646507329	-0.1652588155	0.6078739917	0.7682450969	-0.1675289829	0.6938366722	1.193066881	-1.600132903	1.771769475	-0.4044283076	-0.6635689607	-0.06097471871	0.1234612801	-0.249572757	-0.1714147879	1.393419068	0.6153557101	0.221998884	-0.6297769576	0.282700347	0.3431231219	-0.7479856976	-0.2169599016	-1.330239811	0.1963328168	-1.185245065	-1.185874574	0.4624071668	-0.9085110552	0.599762803	0.3261731284	-0.004480913238	-1.120409126	0.9793276913	1.391583223	1.356809083	-1.992166532	-1.011977093	-0.4587887328	0.3408382087	-1.048918359	-1.006499742	0.4034611059	-1.813687854	-0.4755616687	-1.092178958	0.138787364	-1.441058782	1.067966393	0.2011003631	-0.186665987	-0.5312906266	0.1731098105	0.3306741794	0.1260703222	1.431703852	-0.1588306517	-0.6625177472	1.02521956	-0.9735459988	-0.9232605013	0.2050791229	-0.6589068551	0.08695492188	1.104932324	-0.5643118557	0.4527233538	0.4332446999	-0.5356289108	1.722915466	0.4859393346	-0.4340358875	-1.00828035	0.2647197093	-1.281126617	0.6902814914	-1.616185964	0.0832578176	-0.008106064817	-1.056638718	1.402603957	-0.2711057202	2.642803766	-2.202520754	1.203536351	-1.283546261	-0.7927437543	1.345770497	0.5829729357	-0.5823231704	-1.465599935	1.497391693	0.09839507653	1.244934161	-0.4216572588	0.8692994861	0.2104890825	-1.529481147	-0.5472583267	0.7813906873	0.5846836997	0.5578558545	-1.610471175	-1.478729084	0.5786839699	-2.475891164	-0.8077344602	0.4031661338	-0.9684728725	0.03001532401	1.10700749	0.9048095341
-0.2126380703	0.9989745328	-0.293243251	-1.546023761	0.1861899286	-0.3749243777	0.3696682446	0.02722203166	0.8393678901	-0.4326238202	1.695293644	-0.9249337681	0.5679131858	-0.5503097194	-1.62590607	-0.7209144591	2.611200501	0.09988132683	-0.234931884	-0.402036536	-1.59383204	1.815071204	0.3219294695	0.1670757225	0.895782551	1.629607292	0.07054338647	0.4723249231	1.59230751	-0.1061394633	-0.04410065555	-0.2325081531	-0.08057615232	-0.0424256905	1.076100087	0.6588357584	-1.936011045	-0.5987177869	1.056195428	-0.8522225287	1.249203923	0.6502190998	0.753962852	0.7586200708	-0.2240997515	2.420976196	-0.104318425	0.6643837538	-0.1324067445	0.3904898388	-0.09171226007	0.9922829568	-0.7920657217	1.508656552	1.349995388	-0.1506226356	-0.923361969	-0.3322946012	-1.320036498	-0.1520546509	0.5149040461	2.175625682	-0.862576214	0.2603595577	0.8415684993	1.314917392	-0.2721410941	-1.126707661	-0.216414562	0.4813131176	1.621006662	-0.1585022194	0.3824747524	-0.2139006238	0.6237553894	-2.106576094	-2.02909808	0.7147126979	-0.5741328652	-0.9964588049	1.127702436	-1.239823025	-1.279258831	-0.4131825446	-0.4288931757	0.3499685238	-0.7681619245	-1.756396006	-1.095028364	0.5154224712	0.8991036725	-0.5175486924	-0.4500351278	0.05558034787	-0.4695377637	0.5452099275	0.8657222776	-0.6988198082	1.137444875	-0.2324354541	-0.9141030343	0.5159240239	-1.766577653	0.2644267807	-1.90149828	0.2787526224	-0.2067517365	-0.3905241679	2.19160258	2.286438866	2.392205875	-0.7569316286	-2.365775891	-0.3315137433	-0.5871520877	0.7069720429	2.009829995	1.07658045	-1.35055292	-1.228107433	0.7112202674	-0.1396257241	-0.8196776485	-0.851722399	-0.2540672696	-0.6441612412	1.926810339	-1.294218284	0.2411483529	0.04135858658	-0.26534059	0.3820704492	1.308397744	0.09075080422	-0.4214478166	1.786526191	-2.751031659	0.4849905144	0.9670549358	0.7505690276	-0.07868440383	-1.214722732	0.6691257706	-0.9336327901	0.630558782	-2.908484891	1.260703596	-1.461904516	-0.7931679811	0.1704200929	0.380156375	-0.3184803337	-1.307006539	0.2416552202	0.3985587763	0.7827682896	0.8132022326	1.475481588	0.01719519599	0.6341138173	-1.039282897	1.44398747	0.1184898842	1.142082112	-1.631281464	-1.692089872	0.6390565388	-1.300507724	1.467660977	1.887203463	0.3950018668	1.232775917	1.004451787	1.077126823
1.240203428	0.9472804461	1.440122694	-0.2010633387	1.061682195	0.3677143799	0.0960013133	0.4366403183	0.9776133741	0.4795562578	-0.6920277025	-1.309584339	1.350504919	-0.34031313	-0.7924616238	-0.6977035776	-2.082305343	0.5819052106	1.075092783	-1.234511369	-0.9666037731	0.0281848669	1.359355345	0.3453512983	0.9377009844	1.051868243	-0.1756262232	-0.1998505765	0.404206833	0.2779760882	0.4817624841	0.3530351166	1.400296006	-0.4110579197	1.020456801	-0.09516893418	-1.109833584	-1.496383495	0.2439192866	-0.3301277352	-0.6594353276	0.9581908724	0.5268472938	1.226240946	0.3870677625	-0.5696955077	-0.06665425652	0.7542014447	0.9396826057	0.511745173	-1.165416146	0.5726165358	-0.32706575	0.3876137513	-0.9358228882	0.565562752	-1.153064309	-0.4509840273	-1.297780634	0.1684145054	0.6074275256	-0.4470128077	0.6623962797	0.6482562926	0.09665010839	0.8742588697	-0.4258765731	-0.9074619351	-0.6099561251	0.5006585212	-1.619673194	0.9845173904	0.6091199492	-1.667110714	0.8968461644	0.07351589207	0.3165125618	0.5644722465	-0.5275295677	-0.8035186464	0.3114539455	0.04294441954	-0.9366686625	0.2772585629	-0.3279522804	-0.03106743143	-0.3341303174	0.8687495339	-1.037106761	-1.774266728	-0.8519795984	-0.1642913263	0.7915422847	0.5304679585	0.02158308183	-0.2329626394	0.9512461625	-0.7290259545	2.194213322	0.02890607142	-0.7074758661	1.873346069	-1.286212858	0.02200850596	1.162945413	1.987166475	-0.190912343	-1.03590605	0.004845305605	0.2741229152	3.196597026	0.7742881818	-1.690099769	0.3680618666	-1.821552629	-0.1999997743	-0.7362303152	0.3926386398	-1.221695226	0.1284049664	1.317137004	0.2894772805	-0.3302385515	0.8467770243	0.5765147253	-2.466062973	-0.8546528794	-1.22849771	0.8701686567	-1.676051981	0.1389085151	-1.832415955	2.273522424	0.673170961	0.6598974838	-1.99604709	0.481193519	-0.4772046074	0.8166170733	1.436706466	0.9189812872	0.1941978815	-0.490619263	0.01322448572	2.141489655	-2.206657391	1.223218412	-1.849638053	-0.1157218024	-0.1412087346	-2.262083159	-0.4760692391	-0.1376749809	0.3435178646	2.323138874	1.350517013	0.3590428532	0.7384365944	-0.2255725867	1.432463887	0.5570214634	0.6117702919	1.385985657	0.9476532504	1.627277256	-1.164747795	1.31722698	1.01776527	2.02024639	2.207484463	0.4725027134	-0.03272755874	1.934492412	0.7577097431
-0.4924380727	0.4828691342	-1.223096156	0.2345944801	1.140388936	0.3369758112	-0.2770651709	1.308410154	1.088595538	0.7951735065	-0.1698686534	-0.1783500546	0.9388080551	-0.3739016393	-0.6889639022	-0.616882483	-1.305680047	-0.1733344664	1.200520035	-0.4227213997	-0.7801039789	-0.2649502974	1.434996547	0.8258937108	0.2208966595	0.09920476931	-0.464191089	1.186857992	-1.004525509	1.081988489	0.260994072	0.5447625468	1.019841446	-0.2983123483	0.3190582687	-0.01228728109	-0.7999480698	-1.781636994	0.3069458498	-0.5452925223	0.1030623632	0.6753804547	0.794272031	0.1582254523	0.3716592783	-0.4691090563	-0.2936591482	0.7694408465	1.492234828	0.1079334013	-1.36896073	0.762640891	0.3886633898	-0.5368121846	0.3724284947	-0.7162552652	-1.896264358	-0.6759165439	-0.8868330605	0.1101071098	-0.1945508131	0.7825523121	1.831804877	1.44533889	0.07270500142	0.12419528	-0.669673725	-1.575655211	-0.894282975	1.459871037	-1.564236535	2.36113664	0.8962260338	-0.0515297597	1.595229115	-0.5202150921	-0.1709932247	0.0873123855	0.9836986214	-0.4681295609	-1.155983479	1.129193133	0.509190298	1.405805808	0.9461463935	1.265537545	1.570552799	-0.3384619178	-0.1620689743	-0.2767415224	-0.5255963946	-0.4461402618	-1.149567315	1.170600452	-0.5987262742	0.3255798925	-0.4552063251	-1.115860267	-0.04959986473	0.3688928764	-0.5391213686	0.1847447632	0.1938499446	0.3507112462	1.235017115	-0.1782651825	-0.0328598475	0.04895821114	-3.090610669	0.1127950483	2.347250683	1.314174038	-0.9738290409	0.3995497957	-0.7285622549	0.4532411259	-0.6927652507	0.8111005298	0.1461002815	-0.4922314755	-0.2249362628	0.9450621796	0.07464112988	1.21908664	2.47456973	-1.660303214	-0.3296817337	1.413478418	1.169987368	-0.04482540243	0.4418596782	0.08988382688	0.7029854929	-0.237876666	1.230403209	-2.855852838	-0.1663278948	0.6145992178	0.4536360536	1.198564277	0.7245069301	-0.1381148679	-2.337662026	1.516569605	0.9219494523	-0.4255103532	1.251423337	0.09425352043	0.02937962757	0.35799339	1.263060441	0.6625711308	1.390799853	0.5717456007	1.748961543	0.6888845359	0.2050107994	1.485189664	-0.9754255135	2.606019288	1.413836254	0.8190390567	3.45704135	0.5305276197	-0.007325129278	-1.011920935	1.813405795	2.701794027	0.4647973228	-0.4684829336	-0.04177706074	0.6682277592	-0.4863228189	1.181304024
1.791641147	-0.06322915583	0.6407588217	0.4619073944	1.031824177	-0.5393283554	-0.05346882194	2.199641798	0.823011103	0.5711006925	0.653500566	0.2587164998	0.726899511	-1.284454603	-0.6153919919	-1.79472297	0.4317845435	-0.04127651884	0.9104023859	-0.5137910277	-0.1254155978	0.05385239106	2.096552281	-0.05012873964	0.4750936066	-0.003233589207	0.4463704222	-0.1811424405	0.619318987	1.121976039	-0.2687911453	-0.06806273966	0.3033664518	-0.1932275869	-0.2017872406	0.2216195331	-1.521435464	-1.387096381	-0.175972243	-1.416163651	-0.3284860856	0.8883913586	-1.065996628	-0.5773381404	0.002127701872	-0.7565703877	-0.774151435	1.673296031	1.996108027	0.7847587402	-1.042537353	0.8771323333	0.8615958938	1.154241697	-0.751000689	-0.7387882212	-2.975300029	0.2703652772	-0.1425662388	0.2066530564	0.4968950142	-0.989806892	2.662439222	1.336826287	0.3978748464	0.07891308523	-0.09756529227	0.6411595564	0.1563973931	-0.1180792547	0.6523636211	4.692693882	1.076045389	2.043661341	1.987928184	-1.263733589	-1.160769104	0.5410630813	0.2524967163	0.9259731076	-1.615949345	-1.093421089	-0.7953524828	2.411898681	0.5721431457	-0.3427165664	1.305951147	0.4395237074	-1.399784117	-1.420595574	-1.514437579	-0.4920894721	-0.1168910422	-0.2956513127	-0.43656207	0.0112602349	-1.093218271	-0.02311540469	0.1233180384	0.01128111372	-0.6982466873	3.160312603	0.06559613383	0.7542506767	0.914606065	1.95706362	0.2673800431	-0.9496893284	-0.9049250151	2.435807465	1.169901695	-0.5391050021	-1.228053169	-0.5108199194	0.778784485	1.083924195	-1.990114962	0.3128720517	0.9661962086	-0.4748000903	-0.2141737223	0.7996230275	0.6710567193	0.3350268885	3.067259824	-1.944085152	1.408797489	1.195346243	0.1258751301	-0.03421992027	-0.5319838609	0.8785024726	-0.3622073931	1.666032357	-0.04790237139	-1.446268556	-0.3295554389	1.03350418	-0.434811991	1.523937842	-1.077923508	-0.4773646912	-1.885491143	1.616992811	1.509428823	-1.004857015	1.510275927	1.096473397	-0.2203546318	-0.8979274851	0.3750393057	-0.5304453763	-1.289648784	-0.8356542451	1.985358427	0.6790370812	-0.3999785748	-0.2916568099	0.3583576867	0.5048999132	0.5551158666	-0.1410838667	2.68972489	-0.2608522592	0.09488119134	0.746193955	-0.8477147126	0.3876192553	0.1434854213	-0.8754972858	0.06478162866	1.866233517	-0.5322027965	-0.601916501
-0.8851014155	0.8832318653	-0.8647788627	0.3836031676	0.7428018155	-0.6509626411	-0.2920296735	1.756320081	0.02242071054	0.1055628822	-0.7414001117	0.6695765227	0.2196969983	-0.4043617564	-0.3625810348	-1.40287239	0.03031730107	-0.0297396102	0.7814071808	-3.104669386	0.4878490682	-0.1060230248	1.781376529	-0.1258741494	0.5225930184	-0.5613274406	0.5758008964	-0.9015838164	-1.262346365	1.642796441	1.083322506	0.1673242043	0.9040912335	-0.6794016401	-0.2072840316	1.587608646	-1.237059025	-2.993432031	-0.5250056367	1.16671754	0.1528482519	1.201518193	1.355812971	1.188724597	1.045421286	-1.645844305	-0.6669273729	2.608239834	1.288617426	0.3297018849	-1.207215457	0.9922787508	0.6666270801	0.3684294654	0.6733750372	-1.35022755	-2.909877432	0.5971156755	0.5806081873	1.063847546	0.481863926	-0.1682982383	0.4064778085	1.906782592	0.6534564435	-0.4444818202	0.8675011244	2.219158999	0.5835647442	0.7315523753	0.9848128899	4.545879671	0.8145314734	-0.5922946489	1.146220973	-0.4435060328	0.3663852298	0.6855365615	-1.278496953	0.483225529	-2.008268161	0.6213073983	0.1057857418	2.952636454	0.1988134573	0.5581188153	0.4099636692	-1.330663682	-0.8467399475	-2.280092554	-0.9824065832	-0.0001588342324	-0.4651003645	-2.63730323	-0.3920659523	-0.2611460923	0.6383209973	-0.5257936322	-0.02986467871	-0.5041192531	-0.4899407725	0.358462394	-0.7333519617	1.391724094	1.420617761	1.743804668	0.4832361126	2.879749927	-0.6003426822	-1.167970323	0.7067419031	-4.397253552	-2.280272027	0.7464769559	0.2426017677	1.334700915	-1.11067315	-0.4418225147	-1.257640849	3.334298232	1.209944003	0.5479187677	0.7863906286	0.5222538048	2.118941301	-0.9833469074	0.08878982527	-0.040998036	-0.2878989496	-3.747395589	0.2116176699	1.688266673	0.2660322596	-0.2136067945	1.041756423	-2.557418661	0.9228393605	0.5859814225	0.4284082581	1.657188886	-0.3255384841	-0.5485568054	-0.9939045429	-0.1155032791	2.361385635	-1.473622837	0.6568217811	0.5874480307	-0.6342512879	0.4546834946	0.3129997723	0.3744467258	-2.209295281	-0.9164540219	0.9934572761	0.5302440985	0.3048736199	-0.07236628159	-0.7363547388	-0.281632268	-0.08692490152	0.5592977339	1.049821842	-2.320680515	-1.159770739	1.88194896	-0.950665334	-0.3915485864	1.83591955	-0.6274012951	-0.5289965544	0.7022735044	3.041361491	0.176564388
1.276340248	0.4948291844	-0.3802388199	-0.517307343	0.5471459625	-1.170808001	-0.2261613955	1.436808971	-0.1794819349	-0.1839620922	1.593804632	1.21370345	-0.1893929265	-0.1468474987	0.3369007434	-1.173322477	0.3584896883	0.2724425471	0.4488780671	-1.185730748	0.3721721939	1.077115562	0.685102456	-0.5867466873	-0.2082993886	-0.33041898	0.5830934607	0.4886815086	-0.02174859577	1.635688608	0.2619134602	-0.0115461865	0.3125753692	-0.1758480467	-0.227794601	1.078896331	-1.571027251	-1.717950894	-0.4125885763	-0.6761328159	-0.9123863565	1.687829945	-0.1135486269	0.7055739751	0.1339002669	-1.424608481	-0.1468702945	3.120013772	1.38535082	0.9526295444	-0.9025390286	1.872085899	0.6924791986	-0.544558906	-0.3803953295	-2.218002241	-2.504915006	0.783311913	-0.02204520817	1.209577208	0.6455161369	-0.6236393009	-0.252506831	1.658808616	0.7853110042	-0.6412979136	1.608310346	0.4929767668	0.5791791109	-1.080432364	0.6693917664	2.607523578	1.037709014	-0.4162867125	0.8704245038	-1.020056163	-0.1255256771	0.8067864855	-0.9285625002	-0.6692834652	-0.2749694757	-0.257040655	0.09294712876	0.9863666779	0.719688869	-0.04150763469	1.08615372	0.7116540961	-0.2817405606	-0.01614256527	-0.7248341727	0.6412794144	-0.5959583127	-0.6171479359	-1.035393686	0.01985496557	0.3374846544	0.6628889145	0.05490633367	-0.6124364641	-0.5017474309	0.1982067309	-0.4820704833	1.615800514	-0.1874563341	-0.2289518561	0.570244286	0.8867592719	0.8765952288	-0.9064930941	1.072680298	-0.3811996485	-1.789440711	-1.395371734	0.4563257311	1.762695973	-1.772082127	1.276214515	0.3219261315	1.085458271	1.069228152	-0.003214354784	0.05953036161	-0.1367370336	1.793788616	-0.5173564519	0.4736124643	-0.7583937554	0.1988735807	-1.148140012	0.6778968765	0.8109544093	-0.5641234779	-0.2642437206	1.07459131	-0.09374105681	0.2571551635	-0.6712972926	1.755718149	1.104916643	-0.380069144	-0.7792881301	-1.268810742	0.483034184	0.8286480785	-0.2159750933	0.5670633647	0.5821485927	-0.245781481	0.4346573567	-0.279419847	-1.52008124	-0.504305726	-1.579217462	1.716736662	0.3191611537	0.2610734149	0.9847482256	0.6950965938	-0.5988614323	0.540326066	2.30398501	0.4057381088	-1.560610681	0.2677283816	1.556141963	-0.9430160188	-0.4815950522	1.464597362	-0.8154526235	-1.837169733	-0.05372819728	0.9368299393	0.3515016576
-1.050430447	0.6171135639	-1.154069797	-0.5830978572	0.2217335179	-0.9015885228	-0.5065535814	-0.271574292	0.1269809034	0.02204030236	-0.3608534722	0.9882227401	-1.089491768	-0.8777260471	0.6850115853	-1.638896774	-0.2773898857	0.9748910508	0.2114441244	-1.758956745	0.6048445191	-0.1506891903	1.268925782	0.3069002	-0.474419538	-0.7670329971	0.4006370972	-0.692366587	-0.7198222121	0.8329019658	0.2285017725	0.2006984292	0.5099328699	0.8665728046	0.3205613505	-1.669884162	-0.7625151277	-1.309931258	-0.479613027	-1.672053736	-0.151773937	0.1318287296	-1.141617699	0.3358627795	0.03231443842	0.1354005096	0.4119765254	2.002531238	0.6683210697	-0.4063232982	-0.1363970126	1.849666718	0.8840019059	1.349161633	1.307665493	1.479718689	0.1092184564	1.02051759	0.06424210599	0.6752034991	1.153160172	0.05943487155	0.3183406345	0.9147802528	0.9988989532	-0.5552210192	1.533015735	1.962172645	0.1417040776	0.1822951092	0.5416218495	0.8585673011	0.9365961821	0.5549534685	0.198259364	-1.594602668	1.02857527	-0.4689663567	-0.2028122358	-0.878929148	0.3161841063	1.412500434	0.4514130286	0.06148237699	0.6522940608	-0.09663582493	-0.4313573497	2.242181638	1.37081118	-2.183579389	1.106614141	-0.7260969417	-0.7431671268	1.188179964	-0.6045254622	0.1945817534	-0.172502582	-1.097948147	-0.02684863801	1.255202544	-0.7474233129	-0.7578206022	-0.9249094285	1.92496297	0.7658267246	0.1241064234	1.37495391	0.1191791813	0.1777627622	0.916675228	0.6972023986	0.7229058446	-1.378082216	0.09440016417	-0.6621808839	1.295794492	0.1436679795	0.524148325	0.1548258086	-1.491479258	0.3652758528	-0.4870821313	-0.6413615501	0.904537749	0.3619666086	-2.05567524	0.4245322094	-1.256583448	0.8238178765	2.193231335	1.292402354	0.2465940033	-0.4680975504	1.023763038	1.319309914	0.504341008	0.5379322864	-0.9086030435	-0.1506693067	0.5289898272	0.1542536027	-0.9552873577	-1.604816363	-0.7121684061	-1.038668735	0.09151965674	-1.36525491	1.0814565	-0.1827931002	-0.716726823	0.41730146	-0.09828653073	-0.9356717949	-2.115223954	1.162199988	0.3516117514	0.02350173952	0.4014224602	-1.130735167	2.133396166	-0.7671251056	-0.3334755759	-1.729653554	0.5120178072	0.7311443619	0.8151470532	-0.848151908	0.3192379556	2.792906665	1.045918164	-0.191221917	-1.82996656	1.242918609	-0.3287071769
