melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156	melodic_157	melodic_158	melodic_159	melodic_160	melodic_161	melodic_162	melodic_163	melodic_164	melodic_165	melodic_166	melodic_167	melodic_168	melodic_169	melodic_170	melodic_171	melodic_172	melodic_173	melodic_174	melodic_175	melodic_176
0.9458392488	-0.5226745127	0.3455513068	0.3515534329	-1.223114265	1.402535833	-1.716587856	1.024786095	-0.7308495741	-0.01441664634	0.4487497883	-0.04159871255	0.4227345366	-0.08034944151	0.3846493496	-0.5026120064	-1.172355066	-1.371277788	0.8694822265	-0.4227239709	0.4975063625	0.1396609997	0.6444635173	-0.6517893038	-1.252709026	1.370494123	-0.6747807664	0.4378022435	0.5422771391	-0.6600656837	0.5229467387	0.102031905	0.08070387152	0.296864465	-0.875096801	0.02383499432	0.3407637228	1.446115567	-1.913810639	-0.9012397129	0.4640257488	-1.097568469	-1.100186673	-1.096736567	-0.774354852	-0.9193133896	-0.6768375399	1.877572206	-1.111062449	-0.7713541808	0.4535942648	-1.093883371	2.001402813	-0.6145380821	-1.550794921	0.7362451575	-0.1296909841	0.7198916543	-2.169315613	0.8148117009	-0.169919984	1.253934654	-2.04376942	1.228959609	-0.7108849884	-0.3761952059	0.3123304862	1.309757024	0.2974462242	0.3707833377	1.705454661	1.03666618	0.4788420068	1.074175385	-0.05958943062	1.402958432	1.10619459	-0.2992113134	0.3428706432	-0.2315074747	0.2451873602	-0.3606535259	-1.557355616	0.9449548421	-0.7082000288	0.7248104279	-0.2372938078	-1.420211737	-0.7589583963	1.09215321	-0.6375106844	-1.645171207	-0.8163618725	0.06215103167	0.66114954	0.08194622059	-0.8147932865	-2.028586364	-0.9979537469	1.387076399	-0.9942003491	2.009313886	0.5549113763	0.1479134704	-0.9637673645	-0.9574501092	2.00209632	-0.2867714922	2.102926672	0.6933887637	3.491988109	-0.7270200998	-1.762304352	-0.1065896436	-2.339183081	1.150982702	1.302398876	0.5133528401	-0.7441848994	-1.045364046	-0.04599923282	-0.2489982098	1.624047181	-1.498347976	-0.4913961701	-0.5111119086	-0.7544577533	1.152067615	-1.298985911	1.466395241	-0.9292515379	-3.085566266	0.9920500698	-0.5114862412	-1.222186374	-0.5134769431	-1.514322509	1.970953713	-2.6477117	0.7621601498	1.099388516	-1.226679382	0.5747378445	-0.1396441437	0.05276824014	-0.377278706	-2.197043006	-3.066213575	0.7599279904	-1.075192293	-1.434330763	1.061384222	-1.274033893	-0.291111012	-1.712754818	1.861830493	1.481730708	1.395447521	-0.3797667535	-1.630666556	-0.7667749949	-1.001353425	0.7332595296	-0.4742001114	1.221517464	-2.403969511	-0.09794209346	0.2739008955	-1.59775819	1.158932071	0.5391760998	1.297687283	-1.865488073	0.627612845	1.998046494	2.648164125	2.115567858
0.725713827	-1.015299342	-0.02525492116	-0.2427151759	-0.7848442566	1.633153834	-0.9717636517	1.392157885	-0.6205293405	0.274286204	-1.066977581	0.9743321623	-0.7435988968	-0.7980967371	1.188451483	0.3964271459	-0.6213547258	-0.7024904395	0.5186240095	-1.647324964	1.262752302	-1.134042701	0.3095890584	-0.1358196756	-1.353694295	1.101463881	-0.8008663777	1.31396514	0.02629167687	0.2930184654	-0.8870410992	-0.3345995753	-0.70496177	-0.04814712785	2.168491934	-0.3398935704	-0.1453308924	0.8787607856	-2.136644047	0.4937421622	0.03436980644	-0.9468369583	-1.898819832	-1.088761985	-0.1856885134	0.0701728839	-0.4194935465	1.182214249	-0.3147954166	-0.4365116486	-0.1166193255	-1.474178491	0.4754031584	-0.3340054636	-1.463481018	0.4779953128	-0.430935461	1.00440281	-2.064758563	-0.2408208775	-0.8622057842	-1.875321815	-1.211507711	0.09694523012	-0.3758846069	-0.8473135818	-0.1925379548	0.6381293593	0.539113762	-0.8460747985	1.374604897	0.5910497619	0.007989542634	0.9338552315	-1.390823796	0.8942184069	0.03792474454	-0.5324861913	0.473307336	-1.860524842	-0.2799438289	-0.3135270003	-0.6986974844	0.7197814691	-0.2519829983	-0.02381796194	-0.5782571568	-1.428025951	-0.8255704704	0.3554061229	-0.6272668403	-0.8980267984	-0.07563953976	0.2518508709	-0.1987527416	-1.123303847	1.188804031	-0.9537050024	-0.4262400759	1.581058403	0.1772951452	0.7904671134	0.663337968	-0.8854023963	-0.5660941677	-0.9167922969	2.365145283	-0.2349893609	0.1624519357	1.337286563	1.941531788	-1.519192537	-1.729466964	-1.654185655	-1.784134223	-0.7903513685	-0.7480232395	0.4200180036	-1.868502008	0.8021026591	-1.015391353	-1.388642191	0.05718181927	-1.269836164	-1.412912265	0.7141060395	-0.5339505502	-0.801812809	-0.267625248	1.338617271	-0.06341902904	1.278722095	0.328811232	-0.4567241342	0.2460446609	-0.2954338454	-1.51575297	-0.4082632544	-2.376975154	0.9837185516	2.222587513	-1.02502619	-0.3709305295	-2.37106593	-0.4474814187	-0.03207882101	-2.167993789	-2.317205242	0.8750127195	-1.732704683	-1.665877434	1.571951527	-0.6365760783	-0.4709266364	-0.7869666943	1.365940836	0.4951558635	-0.971439668	-2.032375002	-1.839618788	-1.037021229	-1.699124547	-1.095543715	0.05214477654	-0.9014934977	-1.791347779	-0.0958095537	-1.95706768	-0.5296437812	-0.3826583115	0.4789873451	1.442655767	-0.5207016081	0.4999556954	0.2715734867	0.492474235	0.8318670873
-0.3734255296	-1.287872409	0.008640863669	-0.4093170436	-1.170857308	2.013338752	-1.30070124	1.634828923	-0.7893224461	0.843221454	-0.7083274214	0.06081152094	-0.7375742582	-0.7631239998	2.155864427	-0.1154737769	0.7808898819	0.3684489586	0.8347886896	-1.357835825	-0.2347040144	-1.427202642	-0.1233631924	-0.7524627327	-0.2581112141	1.067393385	-0.8614428053	0.3825479803	-0.3170624247	1.578472423	-0.0694332788	-0.8785041112	-0.2059811174	-0.1421644372	0.001384044	-0.4372340579	-0.1561871651	0.2317145738	-2.108369294	-0.5528041201	0.4178661139	-0.1487084715	1.267453018	-0.8798782192	0.3523896651	1.341135561	-0.5587294106	0.6192819596	0.5827198476	0.2748690408	0.4129388638	-1.686807135	0.3368761864	-0.9842679014	-1.078811413	0.04864187647	-0.235913045	-0.08471895186	-2.06303983	0.545695347	-0.2463232422	-1.596862644	-0.03715645273	-2.328865476	-1.061930317	-0.5672144087	0.2660594624	0.4130006373	0.8226865266	-1.51023803	0.8150344299	-0.5848302342	-0.951994193	0.9385844996	-0.7920093343	0.4429976884	0.2747367242	-0.5059525719	0.3151017009	-1.503925765	-0.04106628079	-0.2386010453	-1.446859847	1.230452907	-0.8503919916	-0.662138905	0.3754044371	-0.976053299	-0.760077539	0.407242001	-1.165624375	-0.3537976743	0.9626004008	0.562333145	-0.3381724967	-1.405183793	0.9525603063	-1.43914202	1.017909985	0.2830339005	1.450929476	-0.7383750314	0.5736772899	-0.4536030755	-0.04456479582	-0.4217872148	2.505031979	0.04998527997	-0.2871902	-0.7079436737	1.539387553	-1.526217633	0.3060342923	-1.231729276	0.5128094442	-1.424865845	-0.7788208074	-1.122098686	-1.027628902	-1.11600694	-0.9224150645	-0.9855024904	0.07914965752	-1.210007405	-2.496036684	0.8651279985	-0.6741202783	-0.5663867398	0.1086225991	0.5756813087	-0.269972113	0.7501647825	0.2062837874	-0.2448186477	1.274872701	-0.6557612547	-0.522416246	-0.2593045662	-2.539788524	-0.1217075467	1.112539589	-1.132214579	0.06159169879	-0.7414434107	-0.6028621659	0.8037381622	1.106833685	-1.021745946	0.7536086664	-1.022048485	-0.3109188313	1.291642397	-1.144490789	-0.07539444698	-1.253034261	2.431359362	1.488112193	-2.336137705	-3.402785766	-0.3134830921	-1.048511143	-1.852877478	-1.014197562	0.5098534108	-0.2929560276	-0.4488013847	1.074826774	-0.5046983007	-0.235758471	-0.8683193627	-0.8850174737	1.940849461	-0.7358325012	0.3121797559	-1.202002145	0.6798130697	0.0303278444
-0.8880679297	-1.311763993	0.163579854	-0.08134977999	-1.485473512	2.354542573	-2.094510745	1.741543449	-1.191515382	1.451932836	-1.111179212	-0.04967256158	-1.066325651	-0.5201979616	1.643687561	-1.277942166	1.498969602	0.4887002083	1.037789946	-0.4792322126	-2.335860784	-0.8774466895	-0.1561544239	-1.387323599	0.5621108945	1.240820794	-1.492752539	1.643630969	-0.1551585689	1.760549669	0.729616503	0.0001771848121	0.7743736558	0.07048741503	-0.8786946084	-0.5424628045	-0.1252553317	0.6042258267	-1.576696568	-0.9618448603	0.7160109599	0.6152207536	0.3950703606	-0.721186973	1.504545397	0.2313454423	-0.7708558302	0.6166063581	0.6759695413	0.5808766387	0.5200637717	-1.074279268	0.9164938588	-0.862603531	-0.0208305062	0.4648080705	-0.4947553196	-0.7470367765	-1.947908774	1.5349537	-0.287731018	-1.056521209	0.4195129591	-1.971874673	-0.8291704008	-0.4428719078	0.4499719114	0.4850440711	0.2138504796	-0.9501265915	0.7450674465	-1.010807352	-1.938877651	0.8619071317	0.433699291	0.9455123743	0.6177185173	-0.8798110143	0.1058185179	-0.8523076443	0.0471302017	0.1852858821	-2.222197445	1.318532861	-0.6216630485	-0.574237967	-0.2819934026	-0.3162415678	-0.518925085	0.7251434935	-1.038650288	-0.5606887554	0.7275114941	0.4741337046	0.5079209281	-0.8559473591	-1.078590763	-0.7532462307	0.6326933095	-1.309007887	1.558270022	-1.394913468	0.6621516602	0.6226753437	0.09843434598	0.1027661155	0.8953664782	-0.1590600092	0.6356499845	-0.894605118	1.635931268	-0.9453853643	0.8678841404	0.2927419323	1.798688698	-0.05843906594	0.3825840303	-0.5853783012	0.07744294948	0.2602831448	-0.6972835431	-0.2831728155	1.441823454	-0.5624030614	-2.289430513	0.2909855547	-0.8894487243	-2.293353094	-0.1476683531	0.4108122488	0.2391600928	-0.06407546197	0.4913032565	0.2973930763	0.7907583526	-0.5366486503	0.2380878269	0.9109831471	-2.064880418	-0.8018042688	0.678625604	0.5164466232	0.3608627117	0.6022581402	0.07696117555	-0.146702493	1.76461073	-0.3806443344	0.8423575642	-0.5227262454	0.4565035538	0.8312653749	-1.565787814	-0.4131217332	-1.158471838	1.706966867	-0.01727593948	-0.8648328889	-3.454626082	0.4761140703	-0.6210357898	-2.646814872	-0.6700431188	-0.212928106	-0.03945882751	-0.6237043575	0.8969105768	-0.7973439948	-0.01680528	-0.6657424792	-2.000142028	2.002548751	-1.060301997	-0.5499496791	0.4823430866	0.7326047108	0.5736366657
-1.276285708	-1.006790774	0.1765350102	-0.7334100986	-0.7853839618	2.439616682	-0.9707984012	1.739111144	-0.7015328104	1.140878888	-0.5674474779	1.093429997	-0.2607419741	-0.8323887896	1.511127858	0.1674708851	1.760033237	1.118821704	1.00558135	-0.2283145157	-2.190785197	0.4743101666	-0.2293250123	-0.5005772359	1.174358723	0.9578516936	-0.5482980692	1.190332964	0.3323350312	0.5691801555	0.156389997	-0.07850461367	0.5631331868	0.03029238151	0.3793634981	0.09965852489	0.03526473162	-0.06331109843	-1.676401848	-0.2407651612	0.9047994063	0.343539552	0.268822984	-0.4590716073	1.124060685	0.12532289	-0.5789712452	0.7055218059	0.8239292434	0.5286882009	0.7873273967	0.5729810268	-0.6456118018	-0.9748987615	0.428435538	0.7143834169	-1.382072103	-1.290104753	-1.021456237	0.5176011958	-0.3787185912	-1.133626035	-0.0158961543	-0.632846754	-0.4146941765	-0.6210026346	2.233102619	0.2822899718	-0.1994479796	-0.6051515158	1.670170153	0.06625970383	-1.967215191	1.416385381	2.072682867	0.4038028495	0.6653454605	-0.5062247851	0.02282059522	-0.6578553311	0.06289721948	0.7921773603	-1.831007701	0.07974071573	0.6495232993	-1.001322389	-0.3621575531	-0.1476610265	0.02863108845	0.7140342193	0.3360941552	-0.5766123006	0.9913154897	1.181574259	0.5690110949	-0.1988654146	-1.020219344	0.308920953	0.808823048	-1.595920707	-0.36714525	-1.207995635	0.2812741573	0.4811767839	0.7967301681	0.7461815319	-1.144703954	0.1919015447	0.229951269	-1.129269195	2.067220032	-1.188834569	1.728872671	-0.4662229538	2.243192458	0.7782314768	0.5667319118	-0.1446830291	-0.1631284399	1.770661715	-0.4661948889	-0.6694628141	1.652330114	-0.1917453392	-2.3195714	0.3259636308	-0.6178438123	-2.285601043	0.3698060765	0.4347816451	0.8587366832	-0.8299053656	0.02858023595	0.1967582367	0.737278323	-0.1581824268	2.470964966	0.6137425053	-0.9196570084	0.007250747196	1.164582812	-0.07829116336	0.07476662575	-0.260765576	0.5869287535	-0.7542006486	0.9994659141	0.2139314632	-0.4440788602	0.1945327297	0.9834147721	0.3929468915	-1.317729826	-1.253534735	-1.064853199	1.682238873	-0.8899880899	-1.862886155	-2.548923299	0.4047657744	0.9003465482	-1.918293938	-1.567859686	-0.2278130116	-0.2549995491	-0.6181135429	0.5316792868	-0.2261763791	0.1158645306	-1.409577045	-1.13204409	1.575384394	0.3281628257	-1.057765658	0.7376923267	-0.4164390185	2.195860717
-1.434790831	-0.9648625443	0.3240263953	-0.7206570984	-0.7651280765	2.047151797	-0.3676983634	1.436323867	-0.07119001646	0.6575372089	-0.5350720062	0.1760327649	0.1162644685	-0.7119623962	1.86319186	1.578478523	1.4609771	1.491886262	1.31043586	-0.113896537	-1.192467304	0.486180763	-0.2704621036	0.1380933025	1.625283301	-0.09663993944	0.3040482965	0.2514279907	0.5419381753	-0.7802625053	0.3190306259	0.878241075	0.2511816213	0.01492510618	0.7944611298	-0.2663537126	0.7246866352	-0.935694833	-1.870199783	0.008834000324	-0.136522616	-0.07633233953	0.4584024187	-0.332249963	-0.1330027114	0.08172817663	0.2137711697	1.125487487	0.6593842462	0.5185381587	0.3425390407	1.068733399	-0.4665555648	-0.9963628788	0.477842383	0.7631706406	-0.7025149676	0.4021150544	-0.4159680321	0.2612076545	0.1692187182	-0.3142565695	0.007170279259	2.239817104	0.049756535	-0.01764673121	1.076238807	0.3968823246	0.6505216941	-0.1575066974	1.889019466	0.4614699996	-0.3190284651	1.240734107	-0.159773902	-1.802427372	1.238807582	-0.1864682185	0.103697116	-0.8653775996	-0.4839597962	0.7798758101	-0.5551388855	-1.48720616	0.6608080653	-0.5348633193	0.3139101838	-0.2235875544	-0.2930917554	-1.78446264	0.6751995158	0.1740641992	0.3015360007	1.262090982	-0.1752283722	-0.2302684144	0.2034413459	-0.4007935394	0.2330624659	0.08862009049	-1.985708966	-1.113217499	0.5962425122	0.04561951396	1.114744554	1.270488258	-1.346178606	1.317998403	-0.3436943335	-0.523710651	2.016818253	-0.6894568439	2.673819495	-0.5144628781	1.837576713	0.9434682906	1.009438042	0.04995931226	-0.2457811984	1.840871889	-0.2399742488	-0.04965162416	1.03490011	-0.5266820182	-0.5595455717	0.3006088463	-0.6313712977	-0.6625409138	0.2143994615	0.2790686169	0.3992657337	0.2556769013	-0.4242209506	0.8504098307	0.4493144245	0.6242594573	3.708716674	-0.1908668608	-0.8139836084	0.5069007148	1.041805507	0.3990156865	-0.272205274	-0.7615124288	-0.004539657902	0.2115180331	0.9841559194	0.4907142866	-0.2927291897	0.006198875475	1.204803798	-0.3254139199	-1.228880483	-0.835434816	-1.285855981	2.4114977	-0.1284575255	-0.4293713692	-1.111746473	0.3218296667	1.035555316	-0.7604077997	-1.024240492	0.32318251	-0.7278945558	-0.2846790851	-0.192950288	-0.5882885814	0.6582719197	-2.219981499	0.3682075089	1.333107659	1.509117352	-0.6371322491	-0.3878566293	1.047253176	1.453472195
-0.5293140549	-0.758490044	0.4623993812	-0.5386638196	-0.7140768887	1.471112914	-1.045221841	1.176319055	-0.4722546856	0.06784005566	0.2234670147	-0.3156346225	1.690133128	-0.3047158638	1.305967363	0.3872310294	1.354076304	-0.0773854143	0.2424112645	0.06027950886	-0.7108255531	0.2159041952	-0.8554924267	-0.8098236231	1.753792762	-0.8245811129	0.6885745989	0.2587685763	-0.2725544061	-1.954712656	0.7291341343	1.555386248	1.101943562	-0.04168996176	0.3463792133	-0.6774110669	0.06624805905	-1.034240297	-2.167283418	0.9043304826	-1.073286806	0.5572781551	0.5779671394	-0.1351605433	0.8072673303	0.7051099996	0.3156459884	1.254618644	-0.7204350877	0.7027496132	-0.7229696931	0.3656318189	0.8358215401	0.2742190419	0.2051764002	0.4848284386	0.7609477226	0.2020799116	0.09674421613	0.7775935964	0.1073967379	1.807173611	0.3649482182	1.705286603	-0.5828773281	-0.172363859	-0.9454625231	0.1178407811	0.1977338793	0.4735639152	0.467631995	0.2591755879	0.5988765877	0.191831334	0.8216242374	1.201326038	1.944559337	-0.3153275697	-0.5153636638	-0.6607453721	-0.604589813	0.6395678095	0.4761489657	-1.602748895	-0.6267229202	1.375391092	-0.002454130554	-0.07297894097	-0.5401447749	0.5984680611	-0.1648417315	-0.1475156902	-1.966466411	0.8603264712	-1.303670021	-0.4695756525	-1.185212783	-1.373767426	-0.2350462701	0.4288634869	-1.366454255	-1.36530258	1.745261829	-0.2372415672	1.088495988	1.805955302	-1.436517645	1.827484926	0.4711069369	-0.8100974606	0.5743346102	0.7428952824	2.259924113	-0.1874251004	1.54008001	-1.38279256	0.8618196323	1.031594623	0.8713607562	-0.9267807818	0.6434052524	-1.300424839	-1.026681565	0.6133582869	2.335119595	0.2719117357	-0.2652529259	-0.1993996789	1.333191028	0.7020028766	-0.8544214219	0.7292405051	-0.7101677917	0.4511647023	-0.3427790998	0.3486811875	3.211769091	1.310711389	-0.08247274468	1.020491723	-0.2801546386	0.5110669217	-0.3601052625	-0.2258991362	0.3101097529	0.4117613385	0.5328149137	0.5737433333	1.128949256	-0.8668556471	0.7768782763	-0.9909787239	-1.122447224	-0.8407621831	-0.6608864959	1.180305768	0.9936403211	0.4999831836	-0.2858055964	0.3385433876	1.608552107	-0.2152417029	0.09559744011	-0.7573933653	-2.023573847	2.049315394	0.5944342305	-0.2716352008	-0.425501004	-1.908283477	-0.9427145462	0.9908709518	-0.05032475107	-0.6299195259	-0.9500812612	1.799071804	-1.298842025
-0.2170096173	-0.4093898653	0.6780561673	-0.2376159241	0.3154661903	0.8116773303	-0.3832528264	1.041212491	-0.5459177122	-0.8668159067	0.5758126815	1.53937132	1.65554711	-0.1580982208	0.8663358445	0.517668369	1.387140498	-1.572146156	-0.4993469228	-0.1373297099	-0.4719133407	0.5433937702	-0.4971963778	-1.020237394	1.339951533	-0.2940913138	0.6913240647	1.034124423	-0.6573476847	-1.531064798	-0.5427981119	0.4623546651	0.4061773538	-0.05384961779	0.1375395823	-1.788316997	0.7392066092	0.4265378999	-1.883801417	1.365122799	1.579832849	0.417929434	-0.2923035631	0.03145847782	0.9385490692	-0.06633487019	-0.6200509011	0.1467181541	-0.3978269163	-0.6315600121	-0.0784051184	-1.076116245	0.231658482	0.7874834863	0.07767894097	1.899298918	-0.3116658988	-0.1059600612	-0.5384300078	0.4445175806	-0.4791352942	-0.6000509667	0.772079241	0.04479716394	-0.8932138245	-1.371773517	0.1747108944	-0.8971630976	-0.9543634489	-0.1473286692	-0.9728841341	0.7272724394	-0.3675339675	-0.6288795684	-0.4529806258	0.3648787736	-1.324078915	-0.1655801281	-1.265593592	1.87920316	-0.04484167719	0.3731591466	0.4185186945	-0.5759480137	1.509728639	-0.4352034721	-0.07651583854	-0.8165891607	-0.3548650455	0.2213474126	0.2994949629	-0.01635912416	-0.6369102148	0.4041722607	-1.399268911	-0.3693727545	-0.0351219342	-1.701248817	-0.1169162811	0.1793848708	-0.6886675507	-1.040595604	0.4609236541	-0.4690430645	1.311495672	1.018697456	-0.7020497948	0.9979198651	0.4435129722	-0.7916825972	1.053638014	0.68151707	2.130048122	-1.03071039	2.334270074	0.8276995775	-1.930752603	0.4081876597	2.081657575	-0.502553021	0.9211540537	-0.452444011	-1.029855838	-0.2971993874	0.3442302178	0.2794622465	-0.2387172149	0.1848129858	0.7078462447	0.7949971087	-0.6013017925	0.1066398589	-0.6090756656	-0.2042310566	-1.525749799	-0.8052911442	1.756371871	-1.096251523	-0.1027683539	1.816936645	0.3524890361	-0.926501907	-0.9025417562	0.5683230647	0.1847264851	-0.4226581046	-0.9431867856	-0.2295540988	0.9707276176	-0.6818034739	-1.337409902	-0.4834843823	-1.183113308	-0.4987633608	-1.412567666	0.2004320253	-0.5544158242	-0.426206159	0.717108611	0.6993851813	2.367957336	-1.123039599	0.6037791747	-1.285901758	-1.191145547	0.5680778252	-1.163971126	1.245140114	-0.1836780093	-1.040147687	-1.412541292	0.9659296942	-1.367244491	-0.2918140238	-0.3857105968	0.8975456242	0.06292745064
0.5218351913	-1.414468812	-0.03424981636	-0.7947032282	-0.4841603473	1.570291166	-1.489074041	1.24907862	-0.6273699528	-0.9114761287	1.127769361	0.2104341705	-0.2539354562	-0.1611015356	0.7977186382	0.2231858136	0.8688365584	-0.6712780031	0.2635500956	-0.4068061162	0.3928458028	0.8892175074	-0.9019187024	-0.4866615093	0.6424646337	-0.1073620823	2.124749644	-0.3446919186	-0.8751167161	-0.9992471535	-0.7111057036	0.1869203308	0.9904914882	-0.1220119339	-0.5580461145	-1.089457418	1.100715255	1.070577828	-2.487341933	-0.3573627459	0.955409211	0.07952147236	0.03972888174	0.0489911198	1.111792547	-1.66123014	-0.4596790891	-0.3804817837	-1.039760639	-0.2218585268	-0.1218929306	-1.099244756	-0.2376410589	-0.2087075321	0.2283407794	0.5363077366	0.1881352144	-0.130844115	-0.4265450821	-0.07605058271	-0.9776227216	-0.1651396303	1.092182639	-0.04644295076	-0.167666939	-0.8066888099	0.2571167284	-1.17301246	-0.5995451419	-0.5286887308	-0.4602090459	0.01357835115	-0.5833649936	-0.2744557881	0.1682179074	0.08662199758	-0.8019196354	-0.3730466301	0.09685811917	1.489497332	-0.01008834078	0.6031276917	0.6694333702	-0.7140452288	-1.000637419	-0.7988224986	-0.06994548163	0.01760569803	-0.3565973108	0.6744037175	0.7793680478	0.35108655	0.2260116117	0.8106715331	-0.4852743629	-0.7048691895	-0.6788511001	-0.5752659688	0.0003793936286	-0.7291275739	-0.1380615986	-0.4298146377	-0.3066275795	-0.2589302891	1.302626497	1.017770576	-0.7273962259	0.3641662149	-0.5007820897	0.3510774134	1.669997606	0.5866992608	1.960136345	0.1368903545	1.65124927	0.03752877277	0.02858348397	-0.8947618714	2.173566186	-0.3429862707	0.2030501239	1.18100626	1.120126459	-0.3194021577	0.1335656916	0.6350258451	-1.171174326	1.87584306	0.08168672078	0.3069780952	-0.1731006999	1.267902606	-0.6417284727	0.03653983013	-1.011647266	0.1588880143	1.062450977	-2.205703269	0.04034719914	2.358060383	-0.5279607462	-0.4813638404	-0.5798132714	0.1149143226	0.038464807	0.4916675849	-1.579890616	-0.3842532947	0.4718408546	-0.8496819381	-0.3462248483	-0.6342915592	-0.7164426016	0.6372544874	-1.305005079	0.4527929398	0.1038036363	-0.7029795202	-1.194750639	0.687051372	0.8025115161	-0.8729802695	0.868244706	-0.1583258961	0.4819627426	-0.6378609495	-1.5380703	1.207760097	-0.5048006553	-1.379531618	-0.5598440898	1.347784245	-0.8743167323	-1.330934594	-1.182376056	-0.3000785915	0.1561455769
1.326129474	-0.5752021943	-0.208122158	-1.052278005	-0.5058583425	1.667257188	-1.676203919	1.024017562	-0.4916399362	-0.5510640832	1.833283048	-0.8523695902	-0.9529978312	-0.2837906957	0.5629154816	-0.5796853288	0.7777661067	-0.6309174419	0.6670845157	-0.2644163969	1.095531271	1.328402328	-0.9290567209	-0.08581416497	0.7029133442	-0.5916072639	0.7806462762	-0.1616598972	-0.4706520033	-0.5576492508	0.3040970685	0.2956132812	1.141409837	-0.03035287927	-1.043010883	0.2558621084	1.188942494	0.5617063954	-2.007386937	-0.1482841218	1.089520914	-0.5312777259	0.4755557791	-0.3481936553	0.7946325747	-1.769051114	0.04470240443	-0.333467591	-0.7354613799	0.7547836675	0.09331743626	-0.7277734288	-0.4325951256	-0.4726526392	0.6626411769	-0.6120595237	-0.1325757164	0.2814358062	-0.1892905061	0.6921875386	-1.068097253	0.09542727858	0.6044087186	0.7786875636	-0.4699816338	-0.5117499551	0.3522743698	-0.7951129462	0.3822948791	-0.6441516206	0.1863027403	-0.2511887333	-0.4923231511	-0.1459309485	0.7693319048	-0.1441214238	0.06990817069	-0.6686402883	0.6359548777	-0.3821213296	0.3694903991	0.6354432539	0.3316297902	-1.172495424	-1.391532017	-0.5983101827	-0.1954968854	0.6245476897	-0.1103760555	1.006492188	0.6274001534	-0.6292481085	0.530870408	0.3983078272	-0.2796277248	-0.1259700881	-1.450942648	0.6196712975	-0.929253109	-2.005838853	-1.162584188	-0.5276601961	0.07362344534	-0.3248056318	1.258101298	1.100971761	-0.9596310829	-0.2761427994	-0.6311071639	0.2950162163	1.499089498	0.8029499216	2.54820579	0.8559214642	0.9182494254	-0.2066426292	1.601813059	-0.8059709746	1.635083219	-1.317633976	0.9709182822	0.2056583398	1.30858299	1.361873725	-0.3347692618	0.4250026164	-0.01605710093	1.291192184	-0.5219873563	0.5222715071	0.001017038459	1.221610111	-0.4633208005	0.4471946268	-0.3630104983	0.04674963206	1.107382729	-0.6404417965	0.2045307149	0.7033177992	-0.5634311878	-0.09240706959	0.3369568172	0.2271776175	0.3699351143	0.09711061456	-2.900490247	-0.242513392	0.1041172899	-0.2735553587	0.8299278761	-0.3744285567	0.02393148961	0.5907100365	-1.512130079	0.7918686815	1.011639555	0.1707934438	-1.195934909	1.52540481	0.04714395011	0.6420802748	0.9872298029	0.08519767435	0.08013472389	-0.3415431843	-0.6953947072	0.9025248148	-0.5547869986	-1.100554227	0.2885944182	0.620904574	-0.2697308722	-1.069984853	-1.207105773	-0.3265039642	-0.1900687855
