melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156	melodic_157	melodic_158	melodic_159	melodic_160	melodic_161	melodic_162	melodic_163	melodic_164	melodic_165	melodic_166
0.709004828	-0.2478969062	-0.1343691333	0.2534812226	0.8505486234	1.825945017	-0.862606116	0.718630239	-2.163860959	0.8567587272	0.7043170821	1.813826733	0.1107431817	0.6009176309	2.152133238	-0.2399427002	0.5468545734	-0.9286344834	-0.5840370291	1.134059617	0.7547910786	0.3585673248	-0.03319509888	0.3135436397	1.851046647	0.4039561844	-1.323151977	1.13640029	1.867069503	-0.6241240999	0.9407356526	1.539947261	-1.494573073	-0.1614245909	-0.2978816837	1.034569153	0.6455907242	0.06831538356	-2.739652547	1.644525349	1.348275732	1.196082969	-1.258468395	-1.574279771	1.056416145	1.364483807	-0.3193032377	1.07885584	-2.114118837	0.4394569837	1.823503659	0.3329625725	-0.1870067271	-0.6237427256	0.8155942768	-0.6942488672	1.099611706	-0.2281449196	0.444397328	1.522932877	-0.4325263837	1.418191328	-0.05457639235	-0.351505256	1.069265337	-0.2597599706	0.7140958242	0.03576011156	0.7615208684	-1.226304024	-0.6443101655	-1.20397571	1.88306062	-1.702509786	1.214841992	1.777458713	0.6325222573	0.1400293438	0.4813924469	-1.388414903	0.4369521398	-0.05299347982	0.6289121563	1.534295707	1.142228104	0.4825939971	-0.9903303211	0.8530136747	1.277924672	0.4440467831	1.555752804	-0.4443108502	-0.07694074287	0.1112005559	0.755546072	0.2307929286	0.2392374874	-0.7344982519	-1.576320966	-1.272071149	2.873192093	1.941328555	1.347449113	-0.3953710674	0.06991384319	-0.4797214395	-0.08558423845	0.8628929007	0.4466338423	0.55541567	-0.5765576897	0.3163087474	-1.431271432	0.8033176128	0.5046733046	2.597127515	0.8363045137	-1.15078954	-0.9290100035	-0.9586481792	-0.6524209018	1.677940525	-0.9159719572	1.157593501	0.5614486476	1.755001242	0.5339429881	-0.5424141257	-1.106548269	0.04259208386	0.3659087095	1.712289598	-1.915745763	0.3062806359	-0.7792427773	0.9043959269	0.3168705162	0.2369268989	-0.854774234	3.207887055	-0.4717793218	3.527465762	1.764944423	0.9392477995	0.3790604845	-0.3518120847	0.04308858063	1.595736269	2.394712887	0.2587760289	0.101180033	-0.5108075322	-0.315307117	0.09401794884	-0.7021097827	-1.611308946	0.8344781718	-0.7563785858	0.776686076	1.005792672	-1.130463565	1.060876606	1.488406742	-0.7358321613	0.7063009674	-0.251225103	1.20453115
0.6477142886	-0.3795976317	-0.1681374435	0.1731748894	0.5509126954	1.616081953	-0.5694913849	0.5838104819	-1.353800245	0.7795250094	0.8549131505	1.57468911	0.2094022068	0.647694688	1.524393341	-0.3294408892	1.943426893	0.8547829588	-1.272086253	0.4487505316	0.6543363744	-0.3843309033	-0.2814787982	1.818248936	1.421023984	0.6993116075	0.362243226	1.09089913	-0.1631164717	0.3374329466	-0.1525738978	1.293443236	-0.9893119463	1.510486943	-0.327601525	0.002573421952	0.07899387473	-0.333801147	-1.241850669	1.048746604	1.478460876	0.5139785196	0.4097012843	-1.435206584	0.6707931868	-0.05266315363	0.229612789	1.431701964	-1.940106942	-0.07781590465	-0.05651064968	0.3075034464	-0.612634363	0.2328907331	0.1325748378	-0.8033437374	-0.6321475446	0.139230055	-0.1123780287	0.7986134386	-0.1494340435	1.322179031	0.9550010738	-0.5897681902	0.5562941157	-0.3280799818	0.2978670744	-0.1176141337	0.2852858703	-2.456003646	-0.5314009796	-0.8543273414	-0.6227046191	-1.317397747	1.048431674	0.7308967248	1.038747485	0.09900169888	0.2157135501	-1.384341569	0.6151690014	-0.3901923736	0.2525279186	1.260372215	1.023209587	-0.5314252974	-1.918359991	-0.346287028	0.7020365422	-0.5378859443	-0.007815399769	-0.3715380153	-1.528325075	0.3153591622	0.1002094347	-1.443510689	1.830432086	-1.904744668	0.02337236344	-0.4618590666	2.594237405	-0.245149395	0.1276444366	0.8923307569	0.4239519491	-1.908796363	1.641556775	-0.4732506712	-0.4129802424	0.6986671565	-0.4499869767	0.5485043008	-0.9045025303	-0.03841263676	-2.10587337	1.676226281	1.679140415	-1.381297025	-1.679804873	-2.335225462	-1.342368334	-0.1110078642	0.6004883128	0.1975286628	0.7125151349	1.470907089	-1.757163396	-0.2865776828	-0.7126566156	-1.146633929	-1.141422928	-0.5373428891	-0.9767730139	1.811038233	-0.9733087381	1.336939014	0.8453446218	0.5875475481	0.1837219784	2.411792298	-0.7593116923	2.248003663	1.575347312	0.5014060009	0.1676251682	-0.1203463473	0.4253950947	-0.7942464633	-0.1411211902	0.6029979133	-0.1825327274	-0.02907622928	-0.01174631404	-0.3873674024	-0.5446212639	-0.4686128041	1.436601308	-0.7405583301	1.83091287	0.04520371856	0.7204000721	0.3409996318	-0.1010455391	-0.2093249827	-0.8159909769	-0.4144126869	0.9616676876
0.506344533	-0.9928398276	-0.2768849162	-0.4881566521	0.09031334552	1.079571865	-1.003038547	0.5796966023	-0.2683690205	0.2163278266	0.3120692666	1.388611077	-0.9383371581	0.07285042726	0.8633889998	-0.1823311086	1.789566566	0.33569369	1.411959296	1.354384591	0.4189930607	0.7691059141	-0.5637512387	1.204515779	0.6143386666	0.5299861997	-0.7126629017	0.8789844321	0.09412378402	0.1732077598	0.4593118494	0.6128987666	-0.8574012176	-0.3651558858	0.8968061564	-1.177038596	-0.6099882683	-0.6606976872	1.647819294	0.5847718983	1.305086588	0.3259544875	-1.187694285	-0.9940859241	0.1108587471	0.09152307608	-0.7544103269	2.074809068	2.0321722	0.2888014251	0.515414989	0.5189819747	-1.309950706	0.8362077946	-0.6659087197	0.4714479885	1.97059165	1.003638872	0.1512300173	-1.204890904	-0.6977809789	0.2130631264	0.09205368212	-0.4294236875	0.07436542504	0.5640372284	0.2476388183	0.5101518866	-0.6172361004	-1.205774641	-1.168180261	-0.984352402	-1.045492711	-1.676178796	1.927340965	0.6057042093	0.768867848	0.9748317199	0.3516311361	-0.8232964618	0.6030363414	-0.2177383511	0.04421253501	0.2640331494	-0.6571253571	-0.5490490549	0.5147613844	0.5645645841	0.01291011683	0.3269345899	-2.367032029	-0.4868043612	-0.1062117575	-0.1019007455	-0.2689908435	0.2404747933	-0.2042879057	-1.213446421	-0.7528837889	-0.404763482	1.280391774	0.8027398715	1.050124021	0.496113716	-2.372291105	-1.412770458	1.254735412	-1.399032601	-0.1646915622	0.8911680052	0.2344276214	1.666476161	-0.6762728703	-0.3829678854	-1.608156408	-0.6972756429	-0.5171743177	-0.2809847378	-0.2044302593	1.067455749	-0.8094788281	-0.4649489422	0.7683874309	1.070430526	0.9388705273	-0.2005505515	-1.056591212	1.4250745	0.5853064791	0.9885740282	1.276169196	0.2823385902	-1.321056813	0.198200267	-1.611996606	1.395564114	1.36480542	0.3790721375	-0.3014116232	-0.5072468983	2.447998973	0.4232440519	-0.8014186778	0.5768641833	-0.8129952246	0.621158985	1.414628615	-0.8634337023	-1.235247458	-1.674419772	0.8897456215	2.753335925	-2.062928422	-0.1055321878	-0.7924972793	0.5865682668	0.1247499232	-1.080210651	0.5298387102	0.2442935374	-1.101432259	-0.7072249494	-0.08243155096	0.4430752916	0.5133713038	0.1550592427	-1.265968947
0.6273015463	-0.6865924455	-0.2050656566	-0.4961542226	0.4959557113	1.314814842	-0.9316801735	0.6768837418	-0.8889646297	0.1516252958	0.6690895421	1.361950969	-0.8470634351	0.3347738865	0.2789118893	-0.8080196852	1.134627114	-0.1668033927	-1.106035342	1.205170465	0.4902406819	-0.6667051635	-0.4745869273	0.4638229929	0.3010001455	0.5872991705	-0.0271276454	0.8985110486	0.5430983735	0.2680461078	0.8144765009	0.2108010154	-1.251782668	1.823639617	0.5614267519	-0.175143219	-0.8060878523	0.1330085639	0.7060416832	-0.1201600081	0.0257437941	0.5858090213	0.5549341109	-0.8238831937	0.2008163571	-0.1208898179	-0.3923311519	2.391335618	1.106334761	1.005581181	0.8272256261	0.1284619878	-1.097737664	0.1529279863	-0.6800897448	1.466233396	-0.9474602471	1.886088898	1.410720463	-1.064751438	-0.3284918058	-0.3432233842	1.593686379	0.01503620147	-0.311035666	1.001473913	0.9258461026	0.9533279388	0.3741593894	-0.2868083237	-1.479157985	0.8448555047	-2.098328367	-1.772954139	1.994594815	0.5278740511	0.3575712018	0.1522161306	0.6134029845	-0.1057058277	0.361412948	0.4422540587	0.5419752946	-0.08417419845	0.9923903309	-0.3749596359	0.7753104766	0.4978165282	-0.09874237411	-0.2772024777	-1.071369704	-0.7006120865	-0.4156753825	-0.6381035458	-0.5659981202	1.313292019	-0.5073743315	-0.5386834234	-0.2083885667	0.5340280827	0.423563535	0.6614233035	1.077576688	0.5527782467	-0.760114757	-0.1478549894	0.1605576551	-0.8027358548	0.4005867757	0.6554567217	-0.04458837529	-0.2215213148	-0.2153017782	-0.4833830006	-0.9991554776	-0.3839031327	-0.01691304913	0.10755489	-0.1816840548	0.7347589125	-0.6177544489	0.05624927696	0.6159456561	0.7850652813	-1.066325891	0.8702123912	-0.7777539002	-0.163389508	-0.438642317	0.2635570806	0.4354939691	0.2405199347	0.7914911504	-0.1497952063	0.1117800778	-0.09618921086	0.1628281074	0.6010785321	-0.3929677163	-0.3728387521	-0.6803631466	0.2510041813	-1.673036334	-0.1659132551	-1.076613946	1.9497734	0.7722046487	-0.92344252	-0.3366689697	0.08258707463	1.503944612	0.4867403788	-0.842861869	0.3726522502	-1.390279807	0.4169557232	-0.3356244601	-0.8012174399	-0.4825997437	-1.188984257	0.521397904	-0.515154964	-0.6449031771	0.886728627	-0.8925261365	-1.553983227	-0.8900980142
0.6247161072	-0.5589228553	-0.08840171231	-0.3148857472	0.2438537467	0.8352462572	-0.4768406806	0.7607154474	-0.9916208963	0.2520841316	0.7765640274	1.200624798	-0.9364739938	0.378883355	0.2871401193	-1.046879198	0.9537976485	0.7161610911	1.461984681	0.4223781306	0.2015834483	1.059192771	-1.171158461	0.9846904566	0.5510925007	0.9118479863	-0.06499664482	1.480775382	0.2256376058	0.1163944504	1.346891296	0.6444886521	-1.091220234	-0.09799344483	0.879290425	-0.7595585275	-0.02505324332	0.6664945518	0.3022438745	-0.5469842241	-0.4455489102	0.8491699946	0.1521277889	-1.570382763	0.4853714207	-0.8573533531	0.01241881619	1.947817225	0.4490145522	0.2304769718	0.1052481458	-0.3319407956	-0.4416529413	0.2718580961	-1.02342584	1.40938726	-2.019135011	1.645139133	0.5635087177	-0.9357978885	-1.103679248	0.006060130877	-0.7184678284	-0.6542748017	-0.7921280188	0.7297526834	0.5266831968	0.1826292914	-0.2355138798	0.2332815503	-0.08515118635	-0.1655268857	-0.6318086675	-0.6462607992	0.7304107864	0.5318616308	-0.6313733759	-0.2127135608	1.142357318	-0.006116827557	0.1900065487	0.1927761179	-1.108736307	-0.8858276011	-1.502023225	-0.655673682	0.6023565241	-0.3235355205	0.7772764302	0.3377486705	-1.68456484	-0.4930825661	-1.369273919	-0.2863356994	-0.3651229061	1.412543109	-0.4562580502	-0.768764218	0.1967328147	0.4968478707	-0.4660181672	0.5246100307	-0.6610488638	0.06025173165	-1.420910237	0.1743729805	-0.5945858343	-1.137505556	0.6615962747	0.6832451417	-1.016658417	0.8705685737	0.2610730797	-1.10325612	-0.2903530859	-0.3228483239	1.028334245	-0.3253913873	-0.6720559881	-0.4886003046	0.2388393551	-0.4690083072	0.4460755583	0.4124274399	-0.2952326109	-0.7552607779	-0.8364984011	-0.3694920164	0.1686304921	-0.8655725993	-0.02217550952	0.03262818736	1.719311403	0.05486257266	-0.4191222749	0.4183397212	-0.2841369395	0.5787250891	-0.445845021	-0.5224003434	-0.8627095965	-1.610166995	0.5375428195	0.1236241563	0.02813866674	0.4586856018	0.4642534243	-0.4228673781	-0.8817731442	-0.8174138063	0.7033417808	-0.6233751599	-1.039557255	-0.02226991792	-1.150213486	-0.1585658676	0.5709981522	-0.511271783	-2.078990971	-0.8868622051	-0.1690349238	-1.835363115	-0.7081047759	0.1183458557	-1.350449199	-0.7351959394	-1.246174164
0.5918639211	-0.8620644875	-0.1425767185	-0.5700205219	0.4712177478	1.120911977	-1.127710384	0.6600173433	-1.476313652	0.1993501145	0.8104370054	1.305581508	-0.9271561232	0.3797645843	0.1280367669	-1.181081896	1.067207116	-0.9825299935	-0.7452029016	-0.2543000092	0.09283925853	-0.4721556437	-1.447455989	0.762047089	0.1414933171	0.7216450578	0.5106994084	0.9661141372	-0.00647039186	0.384062954	0.4137412769	0.12386833	-1.26859658	-0.5098166708	0.309325254	1.157778342	-0.7579472193	0.6026317886	-0.001991299591	-1.188987886	-0.9505878252	-0.09869493444	1.178893204	-1.616988112	0.07827838383	0.6913206299	0.09957240719	1.993169105	0.5531942862	0.3700171687	-0.3078359574	0.2186470258	-0.3358528734	-1.230604658	0.0205019669	0.9962925312	-2.210117477	0.5144093247	-0.3306991527	-1.191310471	-1.510023023	-0.4850867973	1.094458785	-0.6813047676	-0.908647388	0.2209165524	-0.250775437	0.01596086435	0.4567151227	0.6758132287	-1.193599365	0.7088779825	0.3114154711	-0.6423046018	-1.496983254	-0.4870015029	-0.75000704	-1.093363903	-0.2005396638	-0.06702073604	0.5118768736	0.3271359763	0.6257792685	-0.5339618868	-0.5680238561	-1.474700786	-1.026941049	-0.5328785264	1.265075154	1.241610838	-1.530425393	-0.0285667456	-1.788563621	0.7180598233	-0.2342363341	0.759583744	-0.3030580846	-0.3615317154	0.01802618454	0.6579093225	-1.062192506	-0.05435406349	-1.17075266	0.8523371668	1.018369805	0.7325595741	-0.3286788338	-1.133905787	1.283177555	0.8291380685	-0.5679355511	0.1718421361	-0.3764766173	-0.8940805369	-0.1708901818	-0.7723254433	1.552956842	-0.5999263994	0.8823537832	-0.6769198495	-0.7339045745	-1.515877321	-0.2320411614	0.6805230697	-0.5590946316	-0.4157977301	0.1417227912	-0.5939497966	-0.8541251827	0.2503242905	0.5842098447	0.4803356431	2.535842456	0.2615573575	0.9757080336	-0.3374947473	-0.8822791317	0.2073311533	-0.09677847297	-0.5399613052	-0.5651473694	1.7188427	-0.1332988162	-0.196787191	-0.1908639148	0.2770685853	-1.179029439	-0.147047214	-1.106221515	0.90897533	0.8049669358	-0.8886559509	0.4213844432	1.008057691	-1.132780177	-0.8131005004	0.6217110901	0.1572539064	-0.5027822953	0.2250082871	1.00434577	0.4388342416	-1.184448166	-0.7490331783	-0.6767589347	-0.8961808982	-0.2433174255
0.6673291649	-1.029385633	-0.184397374	-1.262580555	0.5412666601	0.7317709279	-1.700864564	0.800396741	-0.8797024606	-0.2875688559	0.9920787966	1.681936929	-1.59794302	0.6492737226	-0.2689273495	-1.402223341	1.528853288	1.750647409	0.8796112605	-0.8696444725	0.5232521647	-0.9148581141	-1.566187239	0.8419001563	-0.02482142319	1.155450805	0.3014228485	0.4426905328	-0.4792328539	0.6754585084	1.024768631	-0.6901265569	-1.365295096	0.6722370434	1.348914534	-0.6409721126	-0.8983286086	0.6470994675	1.239485364	-1.498710804	-0.9462761106	0.05244627174	1.489646655	-1.626023192	-0.1294202396	0.09700661851	-0.3651134554	1.49468666	0.7886352466	0.374871694	-0.1895705636	-0.09267993756	-0.7775882997	-0.1250778202	0.5144782973	0.2911951778	-1.397124243	-0.4032768839	-0.608608583	-1.140444804	-0.9790792101	-0.8718637179	-1.229972792	-0.6507080286	-0.1745318295	-0.07803369109	-0.7825122664	-0.0216553913	-1.186910348	0.7146631468	-1.140464717	-0.4524073041	-0.2297605762	0.2040546499	-2.821701448	-0.2273713737	0.1351629252	-0.4456104758	-0.4000212109	0.346122928	0.1353493557	0.4473689296	-0.3243168029	-0.6197995157	-0.4097469773	-1.448455989	0.3563002112	-1.177559945	1.24754932	0.3028734776	-1.298093239	0.6177717914	-1.665281107	0.1589670735	-0.3965153669	-0.8484952105	0.3909977395	-0.2181617869	-0.1291152639	-0.08349585952	-0.3136864419	1.394287703	-1.254291382	-0.8014721739	0.1750722381	0.7475865851	1.024396767	-0.179037668	2.014364259	1.134799767	0.07179204204	0.3816588986	-0.02035778102	-0.3427737368	-1.28962152	-2.42288609	0.5179131809	-1.011466838	-0.6611618983	-0.6185523832	-0.8608894913	-2.029899221	-0.1757157503	0.6807383006	-0.4918895853	-1.412545476	-0.1791124401	-1.378803795	0.2178285669	0.6929669084	-0.2142217264	-0.05990394421	1.928942574	1.022002906	-0.2455668485	0.7221300927	-0.7401472095	0.7881372286	0.2738527201	-0.190933187	-1.046405839	1.147838572	0.4073039289	-0.5971208856	-0.7240068728	-0.057344869	-0.7107531032	-1.15347736	-1.820321573	-0.05965744407	1.175082314	0.5169976964	1.632334876	0.6743834984	-0.5606072666	-1.037318212	0.2844946885	-0.04138416704	0.2205852332	1.48676921	1.049587509	0.3749024586	-0.764675279	-1.280448374	-0.4859136171	-0.07356832219	-0.375260034
0.8076174969	-1.162302163	-0.1426002305	-1.454454528	0.7021576142	0.5485110604	-1.333229947	1.10232494	-0.1635352918	-0.5913507603	1.170634653	1.691150151	-2.38347502	0.4453293297	-0.6019556721	-1.385676223	1.42050505	-1.105904427	-0.8434740129	-1.206368797	0.4888607761	-0.2973497312	-2.04166118	1.474030811	-0.01813451881	1.307357284	1.674820197	0.142209933	-1.052366934	1.350045097	1.527534959	-0.9641785347	-1.227707913	-0.5490626671	1.626691021	1.109612203	-0.9877071476	0.5779664487	2.932601357	-0.9789573306	-0.7690444657	0.2668761686	2.888041675	-0.9313086572	0.313083365	1.194032688	-0.4621363529	0.8678566906	1.211886006	1.292455696	-1.019571563	-0.05175945038	-0.9897667535	-0.2374198624	1.094458425	-0.6402639017	-1.475444106	0.4799466586	-0.3248222308	-0.5415681588	-1.165824887	-0.6894800863	-2.265821447	-0.8220299705	-0.06532994064	0.1621400954	-0.8179622511	0.28849199	-1.438456474	0.543898233	-2.350668158	-0.5949994732	0.2641099134	2.237533565	-3.65926369	-0.6274849102	0.2705493279	-0.5688104096	-0.4811885311	0.2842518822	0.6704369899	0.5485413468	1.040016086	-1.183819459	-1.514081966	-1.583295899	-1.310636305	-1.03897254	0.5181005794	-0.09865605507	-1.589394983	0.1344783434	-1.362800186	-1.06854138	-0.009245775087	-1.86934343	0.7772420164	0.5484010817	-0.9894751401	-0.9497419185	-0.9547166344	0.07524643602	-1.578741714	-1.005099563	-0.0315793775	-0.2937342541	0.7778813533	0.07112637447	0.414977693	1.490733124	0.1092183832	0.9158118837	-0.62979377	0.02026403951	-2.333560384	-2.601966556	-0.4255797428	-1.187821826	-1.680040966	0.07394101024	-0.9137476827	-3.577474625	-0.06257238832	0.2249965618	-0.4265895803	-1.490149181	1.367278751	-1.888059759	-1.299542489	-0.5583215668	0.3976732916	0.5062873128	2.021894746	0.4482665512	-1.319673329	-0.248127256	-1.582124593	0.6163601417	0.2486420434	-1.160967658	-0.6488051419	0.3203361971	-0.4333998569	-0.5499849846	-0.3510832625	-0.3525408054	-1.069055537	1.064579513	-2.400922712	0.29026931	0.4793460194	1.210580757	0.7253303163	0.02991816118	-0.6026019815	-1.208006388	0.5935886814	-0.2001342121	-1.035061825	2.429542323	0.8785210099	-0.6054923927	-0.8917433846	-1.637804378	0.6209927003	0.7534475873	-0.6471747798
0.8508203469	-1.187018271	-0.1276188961	-1.655821942	0.3561090111	0.06194436626	-1.303220155	1.195382105	-0.2043384429	-0.783006855	0.6617203995	1.334748188	-2.035231751	0.1919850241	-0.6524972585	-1.455307283	1.311488239	0.9482524487	0.830379449	-0.9362877064	0.5588494886	-0.7825663173	-2.369722685	0.9264614734	0.0597832891	0.6760838785	0.5595840173	0.1980641599	-0.4881067824	0.5193941566	1.472589912	-0.7263988129	-1.190937562	-0.4389359652	1.810321417	-0.3415621918	-0.9964951627	0.5862645643	3.275060997	-0.3150675997	-0.7661048287	0.1372070969	0.8898864863	-1.344187675	0.1092421609	-0.588282169	-0.7906689092	1.499615896	1.561930764	1.549710337	-0.9245993229	0.1850189345	-1.090572156	0.5947696829	0.1259013038	-1.475848353	1.180163555	1.222894327	-0.7559868484	-1.113947119	-1.134287482	-0.2150359113	-0.2005311479	-0.7795117271	0.1522275141	1.318949986	-0.3055853393	0.5360027893	-1.41188838	0.4238116584	-1.411049893	-0.8913782424	-0.5627062595	2.167053152	-2.070014459	-0.4449218806	-0.001970199237	0.03205792251	-0.3570905832	0.1155133209	0.9820575185	1.183446484	-0.3384912185	-0.9106641921	-0.7126839444	-1.077446366	-0.3615479011	-0.2209006252	0.5114941141	-0.09364714007	-2.195174875	0.9540062116	-1.318176121	-0.5964030016	0.02297386322	-1.016290529	-0.451627378	-0.3563924194	-0.7191019068	-0.9645744448	-0.7404040294	0.6755809643	-1.675621241	-0.5429892031	-0.772931612	0.4574422428	0.1834788202	-0.2273340435	0.5761171045	1.151604366	-0.004082036745	0.9977869643	-1.232826361	0.3300497185	-1.408707788	-2.43110747	-1.104210216	-1.485280318	-0.9721792774	0.3416368944	-0.2414521191	-3.563907433	-0.4542772109	0.4488363858	-0.288237175	-1.448799242	-0.3096477006	0.1691158315	-0.3254189315	0.7548990084	1.201615498	0.707240289	1.401306808	0.4888373351	-0.1702569811	1.420418598	0.6538959681	0.2888277134	-0.2472649058	-1.209054878	1.016841359	-0.319057912	1.2353402	-0.6635323601	-1.138808673	0.3148384928	-0.4295286194	0.3490620201	-1.605720825	-0.2030961388	0.1371552532	0.86257367	-0.4280309859	0.6346250689	-0.1548844466	0.07284555672	0.03441012912	-0.7666506314	-1.654619832	2.028058513	-0.2346179254	-1.313296975	0.3915364679	-1.000460792	0.9423515787	0.7841779847	0.7095668951
0.7976254057	-1.194365364	-0.09981339123	-1.523208343	0.7144851668	0.3535430984	-1.65555733	1.10226597	-1.034874871	-0.6609190432	0.7993299541	1.387230322	-1.681670652	0.2933582588	-0.6808285585	-1.822152525	1.474027136	-1.087840697	-0.8312057635	-0.5438129359	0.9674944385	-0.3046187457	-2.052065804	0.4733172792	-0.1937386794	0.8567620096	0.6561286108	-0.1669170059	-0.622400215	0.2937645322	0.7832344149	-0.7898194509	-1.88130003	0.03517674433	1.200337193	1.383232176	-1.538857014	1.087832401	1.909792646	-0.3738132366	-0.7031413081	-0.0987648985	1.651185997	-1.24431621	0.1648267818	0.08612094677	-0.538933816	1.922160016	0.8696284956	2.525163916	-0.7754387393	0.9481926058	-1.466849239	-0.4331864052	-0.2320111402	-1.685170478	-0.0285947556	2.197934336	-0.5241902198	-1.770922409	-1.2304243	-0.326419717	0.7197460697	-0.9320136308	0.373653319	0.9957322082	-0.03243673936	1.259241978	-0.37623506	0.664677264	-1.699246986	0.3365727374	-0.9976389077	1.918381539	-0.854949219	-0.7284513836	0.5386180419	0.08965815283	-0.02479104159	-0.07301779608	0.6916760333	1.10348259	0.9643322458	-0.4532533773	-1.303899016	-0.4714172618	0.4355900245	-0.5635512127	0.1090430481	0.2068043537	-1.881753043	1.25163469	-0.9037850939	-1.352887927	0.06727403054	0.06190077381	-0.0493308417	-0.3361394417	-0.3765917636	-0.08849532297	-0.8538276981	0.5342552249	-1.670268773	0.02343882129	-0.1891460106	0.9756675602	-1.067060791	0.2027975665	0.6684508207	2.141727289	0.08187816957	0.4575854539	-0.9221138289	-0.4205090762	-0.5018406313	-1.251194669	-0.6774132824	-1.193848323	-1.062359075	-0.1880259322	-0.258714274	-2.294543979	-1.61902664	-0.2272884869	-1.965217162	0.4874633884	0.5370778689	-0.5865403586	0.08018179832	0.8719432478	1.149429733	0.7934010123	2.532143138	0.7920030835	-0.1240096883	1.031020833	0.6458830895	0.6068475079	0.6292101611	0.1126156358	0.4797153329	-1.264709942	1.44755554	-1.522911343	-1.284349122	0.6458595771	0.1090325691	0.6531219965	0.229650232	0.8268498525	-0.3514921399	-1.658024741	-0.02894877054	1.059439714	-0.2847584778	-0.2717977512	0.08513949866	-0.7733657082	-0.3325248248	0.9363662809	-0.205535014	0.732798899	-0.3855802402	-0.8169776405	2.02495588	0.05026465899	1.413169334
