melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156	melodic_157	melodic_158	melodic_159	melodic_160	melodic_161	melodic_162	melodic_163	melodic_164	melodic_165	melodic_166	melodic_167	melodic_168	melodic_169	melodic_170	melodic_171	melodic_172
-1.133551484	-0.1758945938	-0.34236266	-0.1107770166	0.02030758907	0.08506835022	0.4816687789	-2.166397927	0.1835736319	1.041092932	1.046020002	0.8684619831	-2.718301521	0.6254085226	-0.4994607066	1.470099743	-1.173601046	-1.421140357	-0.780500901	0.4940270686	-0.006028785538	0.596934934	-0.2144376043	0.1180017351	1.083314656	-0.4642847049	-0.2806954446	-0.5910160867	0.1937119393	0.5582039104	1.281700281	-1.753259774	1.784900981	1.248287638	-0.6066924527	-0.590112795	-1.217932121	0.09538605362	1.322846814	1.295623944	1.507540529	-0.8895584784	-1.25415851	0.3215325614	0.4771511208	1.769781354	1.401189784	-2.230618619	2.084301325	-0.003339462293	0.8231542066	-0.4721782035	-1.935783329	1.571545152	0.569935343	-0.2120191213	1.590026496	0.7011674686	0.2463762335	0.3321686353	-2.056462454	0.2498107579	2.683768761	0.4998747385	-0.5196470077	-1.274357138	-0.0182909842	0.4371009638	1.046022329	0.6836292589	0.2777021256	-0.3700247282	2.757742099	1.18066006	2.262881667	-0.437419161	-0.3767364507	0.8708190621	-1.858158325	1.340080804	-1.901133085	-0.6613110028	-2.860478898	0.1131198094	-0.2591540307	2.90403051	4.074686258	-1.218320239	-1.164685303	-0.6004797454	-0.01695089625	-0.5748485296	-2.262114713	0.4359127058	1.473978972	0.188380237	-0.7673282684	0.8656106149	-0.3493903153	2.356421559	-0.3143126265	1.890356601	0.4606639976	0.283904612	2.259023521	-1.757431635	0.422901848	-0.1473528001	-0.4404909758	-1.403350166	0.5996584634	-0.2929627885	-0.3520783845	-0.1188312651	0.5658884317	1.180865354	-1.584235106	0.9441473983	-0.361239134	0.05961295998	0.7199298553	0.5603534418	-0.3143206861	-0.02519195358	0.06461511286	0.350372585	-0.4565599453	-1.264461392	-2.636851615	-0.6903573473	-0.1284893238	-0.4011644759	0.7368542204	0.06059967197	-0.7910429634	0.04182170207	0.819668155	-2.060451057	-2.048267085	1.20452868	0.529557876	2.352100275	1.93419453	1.534873711	-2.925293997	2.160328316	1.506880533	-1.267323067	-0.1855765448	0.6850565938	-1.068933654	-1.527749819	-0.9457651569	-0.3376486733	-0.024918464	-0.7969176547	-1.05751984	0.8092699663	1.579806291	-1.076446601	-1.18989231	-2.496843726	-0.3164667183	-1.180305498	-0.3313224383	0.05763936786	2.287922203	-0.1022000155	-0.3161136548	-0.8744566063	-0.8325845241	-0.2600825003	-0.6628188372
-1.142003834	-0.3086089967	0.112371375	-0.6828633976	-0.6933279432	-0.7416514084	0.4161608863	-2.33758553	-0.9880382006	0.7912644773	0.5608317123	1.008147244	-0.5164771681	0.4369014491	-0.6800700772	-0.6263698108	-1.019725531	-1.45850482	-0.355835803	-0.6529910524	0.388436115	1.006100611	0.1684557516	-0.3241606778	-0.7834681395	-0.6039751919	0.1298908847	-1.056474917	-0.4400301382	0.417683031	0.4751201824	-1.170838833	2.087560768	1.076639635	-1.001766536	1.269087553	-1.161307945	-0.1888604258	-0.250829386	1.711350943	2.144528422	0.1887193325	-2.598521542	-0.03855298359	-0.5683488153	0.4029640698	1.474327944	-2.343505248	2.252731952	-0.0006812928634	0.4800416	1.068761036	-2.072224374	1.419635616	-0.00667988766	-0.001656720459	0.6768624992	0.6773205144	-0.2480769797	0.2649103554	-2.17054005	-0.6816647283	-0.4928304611	-1.438212395	-1.080858627	-1.323538175	-1.224103704	-0.7963364036	-0.5986859854	0.3333212497	0.4113482295	0.342041445	0.4420968356	1.811481823	2.291624902	-1.414467048	-1.139305778	0.05301161165	-1.647461268	0.892337152	-0.3391249761	-1.752682961	-2.399477662	-0.311125735	-1.657889306	1.760942495	0.9532706743	-1.321244864	-0.6848812612	1.435367041	1.257464797	-0.7347653341	-2.138517139	-0.3050432623	0.8060059087	-0.7653007874	1.868490583	0.6232767733	-0.3831399154	1.427605304	-1.481467264	1.899716987	1.347076634	-0.9003831997	1.811391172	-2.159835498	0.04671543734	0.1110706462	-0.4982265496	-1.561371011	0.6291020917	0.1170447819	0.6627554309	-0.463709964	0.6324777264	-0.1590525882	-0.4793759488	-0.4547276144	-0.5921830932	-0.9504132542	0.5753495302	-1.518690778	0.6281852558	0.5482078574	-0.09987623873	0.839627824	0.8044433707	-0.6694031836	-1.194481581	-0.1407512729	-0.8812592144	0.5467706958	0.1156373606	0.05252107071	-0.9926503993	0.07032237425	0.04320268221	-1.36647132	0.2645059083	0.292921882	0.3814379924	1.408712146	2.184623406	0.1079729374	-0.4169296145	1.416953565	2.036519535	-0.8411066281	0.566568411	-0.3618606723	0.8475565139	-0.9094133284	-0.6242532328	-0.5512446677	0.6553498048	0.8951277713	-0.3231663896	1.687379978	2.910342255	-0.609066289	-2.012475351	-1.862165303	-1.436921699	-0.7322223054	0.9887017626	1.21686908	1.454862675	0.5347104095	1.090129557	-0.9562950408	-1.288878148	0.7445132483	-1.38496046
-0.3659026662	-0.2244831475	0.5286575587	0.7755247447	0.1939299167	0.6598370968	-0.2897669734	-1.406948928	0.6860564864	-1.09733771	0.4042179193	-0.8195796217	-1.479549557	0.9056505155	-0.07077991627	1.48110072	-1.335563436	-1.67422031	-3.024389377	0.1551132886	-2.164961594	-1.076610816	0.1297143613	-1.541661311	-0.5131364271	-0.4559251908	-0.8332411901	-0.8229324869	1.057954212	1.450254805	-0.783078239	0.2998377588	1.977197571	1.673338633	-0.892555485	-0.9320253271	-1.409791681	-0.2950781788	-0.5811503239	0.8133449194	2.430162199	1.105062509	2.707884691	-1.372075466	-0.1598482749	-1.245796443	1.01060893	-1.809939108	0.8924337622	-0.009113223353	1.297290987	-1.282829994	-1.233603155	0.4328123778	-1.859001641	-1.795563111	-0.2887219658	1.310059901	-1.263102316	-1.108076212	-0.7626961265	-1.175419447	3.028962926	-0.874748627	-0.3932152675	-0.4471569623	-2.1070734	-0.880994988	-0.6487600554	-1.636599397	0.7518943352	0.4649510542	0.3556617613	-1.652534392	1.6040005	-1.831505655	-0.8428572556	-1.666537301	-1.457813299	-0.1785096185	3.039705059	-0.7235656582	-0.6241163976	-1.416487135	-2.243253554	0.9775044885	2.52131214	-1.748415685	-0.5022153825	1.754827502	-0.05413942122	-0.4696189586	-1.236800453	-0.4771089734	1.469700056	-1.137687774	3.499299546	1.085401174	0.9126684577	0.04772151683	-0.6936916865	-0.6751443418	-1.584114371	4.242249953	2.133997349	0.2481294312	-0.1336322943	-0.3699426892	0.1903223752	-1.104568709	1.331545418	-0.489059009	0.2721179172	0.5734330561	0.03414215822	-0.774657739	0.8377971634	0.2882043245	2.276632797	0.4582518368	0.7140153123	0.5906867372	-0.1329945524	0.6525330631	-0.3838554676	-0.6331812951	0.1937994675	0.2641107439	0.5329964419	-0.8524172257	-1.18044986	-1.74209384	0.6393991368	-1.219554079	0.5990654553	-1.474132899	1.663471056	-0.3534000609	1.379498243	0.6973588201	0.735702099	1.029859037	-0.1275378854	0.8569598632	-1.018843305	-1.871848603	-0.3573908715	-0.3125674912	0.2866452474	-0.3996982907	1.093592452	-1.108983049	1.074827443	-0.07203908996	2.139581975	0.1742645194	-0.1641060044	1.185479749	0.04357141289	0.632492258	0.04235144697	1.753351906	-2.090853317	1.88305729	3.124121977	2.483155279	-0.3375675368	-2.503758442	-0.721347954	-0.3059158182	-0.62585832	1.418893428	-1.666291894
0.9804916623	0.1903111649	0.2907325243	0.4592513905	0.981692834	-0.5843704231	-0.9526140642	0.07460148307	0.767784499	-3.566590933	0.6914070251	-2.006912123	1.770965283	-0.8194767544	-0.6283312861	-1.198677688	-0.9113215835	0.9033916255	-2.243706914	3.175934249	-1.013435881	-1.454293296	0.214794795	1.163012072	-0.2166643711	-0.8135767613	-1.007416834	-2.48344218	-1.434518622	2.502138705	-0.9401028379	1.658072363	0.9795938446	2.338930061	-3.046461883	-0.9523483631	-1.698816911	0.2559955283	-0.3605852426	0.9997567924	2.917898859	0.324127486	0.5608738752	-2.437532671	3.043320289	-1.238967434	0.9540437448	-1.380129973	-0.1282893108	0.4491275995	3.238565921	0.6418436793	-0.6197600378	0.4066549521	1.693418687	-2.455166368	1.75127764	1.869544727	-0.7933599781	-0.8264224669	-0.737248213	-1.550808228	4.012543971	2.723768853	0.1623580608	0.1367105162	1.673208221	1.173884968	-1.360445307	-1.8163035	0.5877297806	-0.08848116094	0.1149199586	-2.021987157	1.002657019	0.3847058544	0.4333989029	-0.2706956591	-1.196234445	0.493034796	1.892594902	-1.129358299	0.5634039271	-0.7448244222	-2.760461244	1.032906631	2.20948551	-3.136102706	0.4413617478	1.435363637	1.788073644	0.8461204617	-1.252218595	-1.323939406	1.396520577	-0.4902568621	3.559830838	1.258780006	1.719336305	0.0894012418	0.8144477069	0.1726090129	-0.4882135032	1.793127419	1.922343066	1.525961694	0.7925398309	2.318140486	3.59760743	0.2475008679	0.6113131771	-0.1693296515	-3.170481437	-1.405510251	-1.169740992	0.6163248908	1.563917215	0.4315298209	-0.7716864557	-0.5086977546	0.7964447976	1.894605752	3.642536906	4.106215576	2.60610867	-1.922080445	-1.528011967	-0.257169525	1.284202936	0.5620731134	-1.47697937	-1.283665228	-1.491083794	1.702095599	0.1102789659	-1.571440987	0.4214406464	0.9861106107	-0.2947221472	1.21138815	4.113790608	1.281365827	1.571338123	2.373735126	2.369326739	-0.3401677734	-1.348825715	1.974983541	-1.427607168	0.4466934379	0.4005435393	0.15761638	-0.3212060259	2.344237705	0.8888768102	0.357613284	1.14622045	-0.3385535629	0.9423137697	0.8512811151	3.406649601	-1.237229167	-1.796400808	0.3145910058	1.723756302	0.7786724637	-2.35219238	0.4060348784	-1.030777591	2.477216501	1.283734132	0.007538154797	2.161533179
0.862550858	0.1000173022	0.7971344013	0.3692059956	0.327762874	-0.5382067939	0.4858016651	-0.4576017284	-1.344340757	-0.4630207839	1.170023345	0.008278904004	0.4203908342	-1.615830039	-0.7481185391	-1.095899971	-0.9382692632	0.6606237417	-0.03496528953	1.993942855	1.232843119	-0.9571579034	-0.6728680002	2.083373275	-0.7018703053	-0.6088262339	-1.686779676	-0.2952157656	-0.08329697183	2.104511297	-0.2322638884	0.08197760885	-2.939272237	0.9948589392	0.3904756268	-0.1360336124	-0.09233426788	0.8452822339	0.4362535659	-2.842764514	0.5350182242	1.551643124	-2.486271837	-1.956089013	0.2668007232	-0.1028638937	1.176351545	0.5435077058	1.51182477	-0.4296406138	0.3747808345	1.582821252	-0.4824182755	-1.090576245	1.227073516	-0.2347036333	-0.829883154	-1.131245205	-2.007017621	-1.037956555	0.6387202174	-0.1853882347	-1.323375143	1.948162446	1.152252952	-0.3888331528	-0.3495869698	1.966386977	-0.6081360836	-0.6932458731	-0.2294811997	0.2239549887	0.9471231468	1.429072317	1.063014051	0.7974702012	0.9044063688	0.5063783672	-1.402437385	2.055934801	0.5459556801	-0.6692485904	-0.4634958388	-0.236326672	0.9839609398	2.444887023	0.1386698384	1.028223586	0.2602480213	0.2020795491	1.678064678	-2.161599671	-1.552589807	-0.8203569662	-0.7791229417	1.755374675	1.726374962	-0.3180175847	-0.4871095385	-0.1355012098	-0.5866418358	1.972158084	2.264921274	-0.3042408869	0.4653536096	0.70673306	0.8478206444	0.6875415843	0.002050074881	0.7946644727	0.5388218773	1.023123962	0.674355831	-1.216064218	-1.533470094	0.06105316241	0.1187456048	0.9270672732	1.693834548	1.132889892	-1.137849896	-0.5236142694	0.9186876874	-0.7882748427	0.7447623379	0.2710552854	0.3074800301	-0.7447497077	1.310241935	-0.1777622829	0.1301497856	1.42142997	2.664817076	1.125786348	-1.711705978	1.437666388	-1.543744585	0.9288071581	0.9967981502	-0.1376695262	1.832892874	-0.06105211867	0.02413562374	-0.8123294674	1.42667714	1.141268374	-0.179689649	-0.9246573163	0.2476438822	-0.9273578185	-2.431561763	-0.5105922948	1.432187208	1.092659092	0.4274376572	1.303967207	1.00220534	0.6463499564	0.2485916075	0.1917350283	1.078689163	2.423651345	1.591464062	-1.042766478	2.116640079	-1.437102175	0.5295587439	3.246223065	-0.5243312478	0.8528050031	-0.006703617153	-1.516645221	-1.613215346
0.02354340696	0.08178314201	0.2993917971	0.2179081482	0.2826543224	-0.3937726567	0.5872729768	-0.7431105615	0.6287179603	-0.2969915111	0.6925556803	0.6428863332	-0.98065051	-1.168388769	-0.5351670919	-0.8732130184	-0.8833668605	-0.5593733089	-0.6810846576	1.364687945	0.8496992167	-0.7169676896	1.33050502	2.242815901	-0.6256339461	-0.5265657126	-1.428029527	0.003336990529	-0.4574140877	1.880950008	-0.776806951	0.1073201403	-1.563439477	-0.8088814893	-0.4821472987	-0.3295980306	-0.2338841758	-0.7749565585	0.6453164205	-2.345419883	0.8648334314	1.82144883	-0.8500997538	-1.457207631	0.1015784328	-0.2887473119	1.232156695	0.7234096036	0.9568336018	-0.8487478569	-0.6408864791	-1.590363377	-0.3857565773	-0.03140402093	0.1310691708	0.316646978	-0.8299877654	-1.263124938	-0.9381263295	0.5259024434	1.070938313	0.01775405588	-1.139220688	1.13938084	0.2337627947	0.2609926143	-0.1331128919	1.506221626	-1.057699609	0.08691892344	0.992691504	-0.7183217448	-0.4062572172	1.839398728	0.06027957251	0.4763061503	1.034827173	0.5569160148	-1.76454254	1.511629192	1.541214811	-1.612364411	-0.03981308004	-0.3370156159	0.5283939596	1.388902322	-1.660947828	1.412616044	0.4402268688	0.08257919302	-0.3714815582	-1.141151661	-1.522640912	-1.270365968	-1.11959642	1.548659442	-1.461151738	-0.7327872327	-0.9394766389	-0.3764597706	-0.8112856594	0.6029802566	-0.03663427165	-0.8139560961	-0.3570482723	0.7397698268	1.135812489	-0.9714163322	0.2972206376	1.236626283	1.779691871	0.323004079	0.3141584714	0.3900032979	0.9368903363	-0.4392575686	-0.01051560743	0.1010699334	0.6698876013	-0.1219519471	-2.057525235	-1.17618746	0.7934495709	-0.605102022	-0.4016621166	0.4251088935	-0.373324069	-1.600620932	0.7724186475	-1.195390686	0.9628201619	1.65816668	0.9937046543	0.8512627022	-1.266950853	0.6857206452	-1.477217899	-0.3167522173	-1.433278179	0.5270084136	1.220640151	-1.810999189	1.213546364	-2.015532457	-0.6158199741	0.2268159577	-1.134645103	-0.9966736303	-0.6733859162	-1.235832177	-1.318610368	-0.7218960282	0.561008046	0.6275341362	0.5304289804	0.4224426197	1.04518418	0.04999107772	0.323121011	0.8085625108	0.01358614932	-0.4143438187	0.6800679448	-0.9041426025	0.3757196478	-1.646240976	-0.5908275259	1.619341583	-0.8812219199	-0.1683642473	-0.9257226889	-0.4659085887	-0.6771115249
0.07113419677	-0.03044771472	-0.1636581375	-0.006881264089	-0.03580727156	-0.6721834521	0.35473251	-0.7473100346	0.1112428793	-0.3130525113	0.2889043279	0.6449134188	-0.5292326553	-0.6669844574	-0.9015984013	1.000468015	-1.059866214	-0.1147279236	-0.6142469091	1.477256245	1.124947173	-0.775161934	-0.4252800582	2.015955065	1.782248638	-0.6900514936	-1.624109608	-0.2822754078	-1.035509344	1.336870999	-0.7685576968	-0.5100660746	-0.9683438543	-1.534322947	-0.9103227095	-0.6864567808	-0.3939027241	0.1080636456	0.2083000038	-1.950659842	0.0307351161	0.9516356047	-1.426520108	-1.23350284	-0.0847314672	-0.5306804214	0.8239430851	0.1868051059	-0.1759629699	-1.101540527	-0.5143695639	-0.1922231741	-0.7565279981	0.2427592577	0.05326408062	0.7909572217	0.9146434896	-1.322636642	-0.7993188157	0.7670464853	0.2754987253	-0.4664550376	-0.004077515694	0.9214300677	-0.7072076767	1.07163822	0.9299581021	0.2743264944	-0.5517503374	-0.3222589834	-0.1008270333	-0.402740285	-0.1662299255	-0.4214238742	-0.2735925779	0.5584181189	-0.2796775624	0.8510985424	-1.578347557	0.8189286747	0.1137859067	-0.2735384238	0.7960590416	-0.9873329894	-0.2009876762	-0.1048850156	-0.5458318316	1.8489324	0.01188077251	-0.908024277	-0.3443945384	-0.4371265862	-1.213183887	-0.8494925037	-0.533705721	1.139656043	-1.077549816	-0.6358876898	-0.1376202409	0.4186996991	-0.9114380983	0.3629641504	0.2427389838	-0.4894508081	-0.2470103019	-0.0105292818	0.6886479403	-0.1794484793	0.7604747326	0.7823456796	-0.03556037459	0.644868939	-0.003275974609	-0.5419143837	1.228391547	0.1216524315	-0.883715856	1.469669226	0.7766734114	-1.875723522	-1.961614107	0.2573390021	0.06152034973	0.1788702149	0.8186364012	-0.493544041	-0.08106344812	-0.95459997	0.7896919121	-0.4517680566	0.3983943762	-0.2713606153	1.739464001	-0.1894791559	-1.580891176	-1.215518721	-0.985623811	0.3254014732	-0.08380030879	-0.1177572523	1.284955454	-1.025795402	0.9389101549	-0.7522966252	-1.16553788	0.3901372793	-0.6185097122	0.4268049732	-0.8320936079	-0.6039809056	-1.396486692	-0.5083222791	-0.1835861301	-0.03274552018	-0.000785199536	-0.8978201047	0.9248749263	-0.7940220121	-0.5312771609	-0.3981479487	0.8515235782	-1.850421622	-0.3232460528	-1.499506508	-0.8019398968	-0.3248834393	-0.07127174005	0.3717662884	-1.732895857	0.1028952765	-0.3299821137	-0.2782225492	0.4418147899
-0.01263831615	-0.1125214847	-0.4149671742	-0.02652352482	-0.4919183793	-0.6699592563	0.1621678506	-0.650949677	-1.274500975	-0.06062092828	0.2580047	0.9352511281	-0.4964549792	-0.6184700765	-0.9538346909	-0.9854395892	-1.021202912	0.06888641083	-0.7536120715	1.39347554	0.8907459783	-0.6431184542	-0.6485393307	1.907764619	-0.2976559352	-0.7082139193	-1.321461196	-0.1198487815	-0.694640277	1.426691131	-0.3053777464	-0.2302285115	-1.566630508	-1.785868097	-0.3430195753	-1.477587237	-0.1992007844	0.3431484383	-0.4480193048	-2.516053028	-0.2913709892	0.677161946	-0.4623118483	-1.078925296	-0.7283917887	-0.7362352778	0.706550209	-0.4405055657	-0.4233556043	-0.8784023727	-1.057198726	1.711427175	-0.5119402524	-0.4923324955	-1.264397937	0.5866640192	-0.6525602468	-1.133469229	-0.8556145549	0.366917522	-0.9605314083	-0.7723905864	-0.2807244452	0.9116181165	-1.507883997	1.586413422	-0.4360268946	-1.316228321	-0.03835445655	-0.3283040184	0.1807370918	1.211797436	0.1550625811	1.227074469	0.1823493888	0.9376659864	-1.283300346	1.351688258	-1.047475093	0.5271160868	-0.008431911631	1.12667643	0.9145325707	-1.238914134	-1.355241615	-0.8507709689	-1.666482065	1.998894101	-0.6259551721	-1.504042509	0.9028683126	-0.5600301455	-0.5872264499	-0.2908359358	-1.16303304	-0.09557028568	0.5597493409	-0.4047096897	-0.5527470035	0.9420398267	-0.1522300279	0.2000307214	1.621059196	-0.2318967274	-0.1857608433	0.4026209231	-0.004012853557	0.6654270103	-0.2931622677	1.201044066	-0.9511891189	0.3083478365	0.2100020587	-0.7691383569	0.8663369227	0.07871490115	-1.570295598	-0.9346788891	1.432578553	-1.293731926	-1.882745698	-0.7498155189	-0.1497287802	-0.04473618513	-0.5205994095	-1.231029662	-0.8119979553	-0.4766843461	0.3424118466	0.3367909815	0.0984192398	-0.07430336249	1.141902124	-1.062638473	-2.167488885	-0.3304022385	0.4153374674	0.04001737477	0.9855991098	-0.3565701255	0.6363218105	-0.2376774229	-0.01511400036	0.1721912237	0.1236207226	-0.2226959298	-0.2490508419	-0.7188927382	-0.4323255239	-0.1375274243	-0.2909506955	-0.2693042921	-0.2564199607	-0.5553359413	0.6773469102	0.3773306832	1.083530732	0.6253015652	-0.6327844567	0.462680062	-0.5950794418	-1.469412145	-0.7315478109	-0.6586551386	-0.4877710816	-0.3077899116	0.2455675483	0.5031897447	-1.660669125	-0.4782367023	-0.05526373279	0.1785248293	-0.290696573
-0.3345496288	-0.3612906708	-0.5228025028	-0.1799009347	-0.4051940754	0.1714011451	-0.4651412788	-0.4947606291	1.494678688	-0.08751408321	0.6508308238	0.5182758308	-0.7711306791	0.1453240223	0.08905552258	0.5651937881	-1.196991646	0.53439571	-0.5464939023	0.345276004	-0.4953257135	-0.7863645685	0.2832973194	-0.3731254727	-0.4176111405	-0.527293696	0.3443154954	-1.021233417	-0.1630473617	2.150744918	-0.3465931687	0.01105021564	-0.1221467254	-1.072129706	0.01631815032	-0.8031221111	0.5138910104	-0.1410128585	-1.498521408	-0.09346800395	0.744708395	-0.7470359368	-0.3879041857	-0.6959615725	-0.9261761248	-1.00475025	-0.4307184964	-1.00583421	-0.2772585938	-0.6764075142	0.01386254848	-0.2770015513	-0.4515694232	-0.7176353158	-0.8225685003	0.4483621643	-0.9402907933	-0.5969491684	-1.130769452	-0.4337684776	-1.699477394	-0.2470507999	1.268111764	-0.1516026355	-1.809631557	1.347611002	-0.546378386	-1.497306018	-0.0550486501	0.2776895637	-0.5795497611	-0.6082297288	-0.6740886767	0.1148653562	0.06530746721	-0.7000434453	-2.410856268	0.08691842799	0.06142854502	0.2548671954	-0.5159913198	0.06471949798	1.765756031	-1.960616342	-2.676654109	-2.132394973	-0.8413339115	1.540052049	-0.1315183264	-1.22281845	-0.2189730829	1.708136205	0.6213453908	-0.4504987486	-1.422353813	-0.1531342071	0.9972257388	0.51911995	-1.116930324	-0.1468501873	0.931559757	-0.5081856161	-0.9284792291	-0.4436918657	-2.360822859	0.1744491362	0.529805046	-1.594717329	-0.2371045845	1.441374936	-0.7385484253	-0.1146239742	-1.564438245	0.4728179883	0.5320876863	0.3218290188	-1.89510269	-0.3950948939	-1.825874989	-0.4510561082	-1.150962429	-0.4538614256	0.1285000327	1.160328518	-0.159082532	-0.9656546902	-0.07710349399	0.9602628641	-0.4938404238	-0.02606106578	-0.4694484149	-1.155880187	-0.3264129069	-1.254270473	-1.422849358	-0.4080370272	-0.1194036245	-0.2318891544	1.108288458	0.4151706563	-0.3864454742	0.7183984141	-0.6195372456	1.58175246	-0.6725322767	-0.7929842178	0.4712588937	-0.3247089113	-0.6266332552	0.4700771192	-0.04523843232	0.1870717746	0.2327886083	-0.5805597847	-0.3683166519	-0.4206659068	-0.3932220266	-0.1364684036	-0.682177486	1.323602109	-0.8547372799	-0.1432606984	-0.1146239377	-1.065265356	-0.05345982006	0.7885517466	-0.3688990388	-0.5451334898	-1.404089824	-0.08833922422	0.6454526728	-0.4430586649	-0.6855777623
0.613603206	0.01220301669	0.1660495115	0.5257849133	-0.3117754632	-0.650554704	-0.9197237937	-0.4086194756	0.5789221266	-1.641880271	0.538250613	-1.011797291	0.06688743167	-0.249354861	-0.04929215518	0.7065588524	-0.7360094541	1.276952467	-0.3741679292	-0.7669408937	-0.4667648423	-1.142234059	0.05923766756	-1.255449336	1.75851443	-0.6448633235	0.6277235027	-1.526399367	-1.516162229	1.52003224	-1.331873534	1.636998202	0.2907105023	2.126048106	-0.3219211234	1.366601461	0.3549860886	1.916911378	-1.999543056	1.022716414	1.14617705	0.5979480471	-0.335024946	-0.7852708598	-0.6920364476	-1.265124474	-1.087434482	-1.158290989	-1.884258037	-0.6360845677	1.340288969	1.029512517	-0.9824233653	-1.602739342	-0.603089526	0.5040480333	0.4431056406	-0.5965870984	-1.196432192	-0.8694015439	-0.8147523013	-1.209532603	-2.119491775	-1.04830822	-1.852973547	-0.209241294	0.2159700976	0.542982652	-1.20539539	-0.4657909592	0.4945506531	-1.074420558	0.9938764301	0.366957536	-1.511594708	-1.560481344	-1.328288003	-1.288468284	0.3516407169	-0.2270384061	0.7439108177	-1.168502842	1.520271853	-2.135220272	-2.380462168	-2.600444504	-0.1000815172	1.892330184	0.59861027	0.6227522006	0.6363727438	2.842220987	0.911330663	-1.097473724	-0.6954131268	1.430327751	0.7417276928	2.530678892	2.541379667	-0.1283261638	1.701268002	-0.8834123306	-1.779443037	1.740191223	-1.230174298	1.355488332	-0.8259953895	-0.1495212609	2.344825711	0.880175715	0.3210087312	0.4382956216	-0.367085519	-0.6466065435	0.3667407252	0.3061551941	-0.5429681992	2.301327381	-1.031078884	-1.204336136	0.11587542	-0.6290508815	0.2985252166	2.196882556	0.8142564458	-1.094095429	0.4807004362	2.817814872	-0.5240407793	0.5796039487	-1.156023806	-2.261273696	-1.053756432	-0.4017550448	-0.008162467333	-0.6009563521	2.386104789	2.593501882	0.7178465239	-0.3538336378	0.7662952596	2.159210688	0.8851827671	0.8712248797	1.837135187	0.5225119922	0.1915046331	-0.4019900708	1.297025715	2.373088003	1.131545782	1.540086136	0.9193195388	1.997223492	0.5638354954	-0.1053854447	-0.5153469471	-2.710946467	1.435830404	0.9515368861	0.409736133	2.582261123	0.9161393184	-0.9862314842	1.483904474	1.458973904	-0.7237371053	0.7325653248	-0.5769679428	0.8270167964	1.557710939	-1.193174784	0.1050764545
