melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156	melodic_157	melodic_158	melodic_159	melodic_160	melodic_161	melodic_162	melodic_163	melodic_164	melodic_165	melodic_166	melodic_167
1.457286351	-1.0319672	1.310475698	-2.41622034	-0.1924731976	2.15941458	-0.4554691665	-0.5089857922	1.665200712	-0.7944959527	2.142098679	0.1348050399	-0.01781888639	-0.8341094216	0.2158008583	0.5762792325	-2.533867957	-1.210600169	-0.9413391613	-2.077760783	-0.3807168746	0.445005611	-1.139394991	-0.4317038861	0.5119184868	-0.9530015843	1.47657219	-0.2207045758	0.496242454	-0.05645130116	-1.341309225	1.684860442	1.392401783	-1.174766225	0.9101860025	1.00883888	2.050903909	0.2991884223	0.4737033478	1.968425274	-0.2145849131	1.558056951	-3.189795827	2.169367376	0.8778407289	1.494036082	-0.2117264747	-0.1303757655	1.046371276	0.1661323164	-0.893980972	-0.433184277	-1.094925105	-3.751472383	1.681718991	-0.2430660118	-0.9757784619	3.794678975	2.829752154	-0.2087658427	-0.9806783284	-6.265347392	-1.641818158	-0.8590716614	1.96978388	0.1414948633	-4.171781354	2.552267667	-0.3610216919	2.053808959	0.3320474937	1.540749758	2.67953275	0.1490408069	-0.3372554741	0.693955946	0.3741039684	-0.02867593811	-1.063216661	-1.051766306	-0.6788234027	-0.2823077303	1.09229238	1.213892243	-0.4282473279	1.167149746	-2.227098828	0.3879411235	0.1945656288	-1.250407445	-0.2726911491	2.355378026	1.760318465	-0.8394238141	1.026934522	3.451191425	-1.214409783	-1.75874986	1.073503152	0.3205749657	1.412436732	1.676329013	1.732226552	-0.6568717077	0.5170373758	-0.1521114745	0.9821256789	2.319346651	-0.462445432	-0.6315958348	-0.2857636717	-0.1947104678	1.099810639	0.588040592	1.137535707	0.1746688952	-0.6819188313	-0.2823606362	0.5028175795	0.927005484	1.067833232	0.3484901448	-0.7806150415	0.2039486444	2.431603191	-0.7417778559	-1.289041161	-4.191375516	-0.05121162772	0.9699168903	-2.555568016	-1.073908393	-0.6276899979	-0.01035657226	1.869400145	1.835009406	1.818652553	3.799294778	0.1024128998	0.6220418194	3.405792802	1.428989043	1.261573027	0.08061857745	1.457223462	-1.043708739	2.488830948	0.07212342403	0.9445881901	-1.501388898	0.862308545	2.466766068	2.215589956	-0.6686344719	1.748906399	1.068564119	-1.286013546	0.9340560144	-1.240964936	3.588936385	5.940891142	-1.191302038	1.825718914	-0.4185608574	1.286669473	1.997453318	3.344837065	0.4697579635
-0.8076504038	-1.429920564	1.132046699	-0.739247325	-1.588510377	0.1036686663	-1.945140141	-0.02561471885	1.133267983	-0.3299419051	0.8650730507	0.8285971211	1.058833461	0.3183641318	0.1418719136	1.766688741	-1.824278601	-1.382109387	-0.9302814464	-2.558414647	0.3568915338	1.826738078	-0.3495624789	-0.2973433874	1.379499523	-0.1037582369	1.092478258	-1.41146403	0.050627054	0.4972082524	-0.5266333896	1.587307965	0.8092339927	0.4069981797	1.025211373	0.5886503551	1.450978314	-1.008120839	0.610778829	2.379354668	-0.984594938	2.032527064	-1.852720999	-0.8636086846	3.241133333	1.402960116	-0.4759702597	-0.7617020251	2.727787299	-1.332809554	-0.5249338545	-0.1383815815	-0.9228051315	-0.06556584828	2.454553364	-1.027736519	0.3936292858	2.107428333	-0.6611870436	-0.6180719666	-0.3199504479	-0.6053852135	-0.6162668278	0.5805483266	1.940639442	-1.915602614	-1.152325707	1.769270419	-0.4825283359	4.129302797	-0.1616795946	1.75779862	1.206901598	1.437405678	0.3756540019	-0.4440740967	-2.04624658	-0.4825738756	-0.4531886608	-0.7404129968	-1.145956395	-0.6362929585	1.442406631	-0.6146253773	-0.8354416149	0.1068856683	-1.305172802	2.153423134	0.2788021351	0.4724867179	-1.193259619	3.631548748	1.109275586	-1.044613585	-0.4776244666	0.9333221775	-1.121450052	-1.301689149	-0.1447736957	0.6921331543	-0.06876173236	1.573849099	0.514986838	-0.3447066014	0.03010419683	-1.30878264	1.977257633	1.266059683	-0.2516937758	1.18723482	-0.4056930364	-1.176316591	0.394304458	-0.3441632808	1.97816487	1.252279655	2.434145355	-1.107363027	2.043699757	0.01684892488	0.04710493175	0.9778410674	1.661651159	-2.132648873	-0.4028082362	1.236234082	-0.06338148355	-1.264709638	-1.153938149	0.9743997847	0.3417633856	-0.07084968465	-0.5437330302	-0.6194778767	-0.2045400295	0.9456027689	0.09351770672	0.5525999787	0.2319116954	1.488947806	0.7250661535	-0.4569201566	0.05131171471	-0.05400065632	0.5572786311	0.1427708996	-1.66767924	0.711457394	-3.035165705	-0.3317451479	0.9121181346	0.6962740271	-0.3434068475	1.48918673	0.5078943849	-0.8427979342	2.079729844	0.7105580923	0.4863677623	-2.230788813	-0.939167434	0.6400619307	1.015431531	0.3404820474	-0.1808862254	-1.389535742	1.097638148	-0.8990817753
-1.153567346	-0.5007569098	1.081640657	-0.2439128555	-1.904898222	-0.5830380232	-2.280355011	1.009462547	0.728317803	0.9303961079	-0.3565267237	1.229863429	0.5228576827	1.931142148	0.1308785343	0.3672872667	-0.8531223882	-0.8392184471	-0.9222863083	-1.176865047	1.05520919	-0.5774124644	-0.6318230169	-0.3355109521	-0.1919221554	0.5198948526	0.8950946981	-1.517185743	0.7082584868	0.06091926065	-0.03783432177	-0.150423763	0.7040884967	-0.03719051779	0.4495217078	-0.2754345801	0.2931644979	-0.7891562311	0.3760636079	1.542005293	-1.045129416	1.054235506	-1.224084277	-1.612932133	1.25027177	0.7337774302	0.839500386	0.7833030489	0.2969515926	0.3708745381	0.559140288	0.1393478197	1.287041742	0.8111810154	0.09459829128	0.3131743843	1.963965386	2.368214361	-0.9684440828	-0.5898540347	-1.23636573	-1.431438456	-1.514914522	0.7421875739	1.72688614	-0.9192635878	-0.3221302437	0.09183863834	0.362763778	4.730576319	-1.500493488	1.049177708	2.391177499	1.154972745	1.695913923	0.1187656849	-1.104367949	-0.5772444371	-0.5873529792	0.1204297569	-0.1898328397	1.387921206	1.408843809	-2.035780927	-0.1690847916	-0.5922438877	-0.6801513631	1.285625805	-0.7159767538	1.146591112	-1.403293865	0.2319461061	0.09068257336	-1.46629763	-0.2932685857	-1.126193052	0.2666313433	-1.144465436	-0.4320011938	1.088708846	-0.3769933475	0.356690879	-1.261515898	0.0906833858	0.6306472988	-0.8885636067	1.411003519	0.3679470172	0.810241611	0.889614121	-1.49908119	-0.3262701287	-0.9819489169	-0.2479093581	1.212027758	0.1150132931	1.543242704	-0.2747673181	-1.419498653	0.05381437304	0.7539348348	0.9805788565	-0.03777909134	-1.260787577	-1.111336964	3.342871309	0.2467418729	-0.3346619398	-1.019243731	0.2699275958	1.33156059	-0.7277225883	0.7542110968	-1.121105829	-0.3543790821	0.2697216963	-0.4020709315	-0.06009273702	1.177423381	1.130490898	0.3319438842	-0.7760413289	0.4921949669	-0.4032933906	-1.415846417	-0.3739698409	-1.876589016	-0.2485794813	-1.301130117	-0.03280136276	-0.3164067186	0.7243462119	-0.2543148648	0.8609495619	-0.8563172972	0.2031934447	0.6237163344	-0.4497140105	0.3499550464	-1.627639566	-1.420456286	1.570014424	0.3314924237	1.116017491	-0.04427272506	0.7947400542	0.3204742326	0.2538725873
-1.012649392	0.7196651629	0.9640180313	-0.3622923598	-1.088026552	-0.3852056066	0.3236444879	0.168589981	0.9202541563	0.2637148704	-0.09908037089	0.7694322232	-0.04836811888	0.5653224029	0.07016397855	0.1252627469	-0.8823026734	-1.482572668	-0.316273989	0.2110433879	0.504105136	-0.3959574706	0.5322081513	-0.2536345613	-0.2165234149	-0.5320101348	0.9153691953	-0.8448711587	-0.6120365302	-0.2159652681	-0.1506335263	-1.529280139	-0.3819426997	0.784706427	0.5869598391	-1.171234228	-0.3240005797	0.5869745193	-0.3943036646	-0.0810628661	-0.2296653942	0.3429619412	0.06126031051	-0.2847533929	0.2115682989	-0.9830122514	2.02215377	-0.8226968117	-0.1232137797	0.5429346404	0.620784313	0.5433274426	1.768029659	-0.9561021887	-1.134527752	0.3289723195	2.046603966	0.780701742	-1.573981042	0.371695565	-1.712755833	-1.258224061	-0.9482310622	-0.08171550096	0.7264941557	0.1431779821	1.07542594	-0.9404206205	0.6363248564	2.966190758	-2.664811622	1.170566001	-0.4504375016	-1.163271402	0.73472145	-0.5930659974	-0.3770549778	-0.5920445289	-0.32390166	0.4869619607	-0.2622665045	0.4215383018	0.6779940804	-0.5330389309	-0.08937523294	1.748562154	0.4419121549	-0.3859325853	-0.6191447282	1.548417449	-0.7609011089	0.2443958973	-1.181544903	0.8135204899	0.04649078279	-0.3116334114	-0.1088184864	-1.517481208	-1.023762034	-0.40515179	-0.8158984009	-0.5663423912	-1.579681367	0.4407612866	0.522336281	-0.3510222132	-0.1277227296	-0.7002928679	0.9890791227	-0.4697351383	-0.2163862731	0.1517338399	0.4936738237	-0.4701255151	-0.09330651063	0.4460979217	-0.1593801866	-0.5890995567	-0.5735963749	0.5429139862	1.335994139	0.3880775687	-1.330990175	0.2969978399	-0.7161153129	-0.07021750887	-0.08599015497	-0.1173615432	0.2896240696	0.1501370543	-0.2257291049	-0.3063811638	-0.8097072599	1.404190216	-0.4421759093	0.2340814061	-0.5228309035	0.1940869601	-1.674015711	0.4340675708	0.142596053	-1.010122944	-0.8552683307	0.1138351117	-2.583502268	-0.9499823429	-0.06575182922	-1.326677687	-0.4061398171	-0.9560817131	-0.7607293424	0.1171202024	-0.9295797666	-0.1553076178	-0.561468895	-2.043769187	-1.608177778	0.5070558422	2.682295109	-0.6037722417	-0.8859918761	0.5502832776	-0.7561675109	1.107717074	0.8932363468	0.05479276884	-0.4842661881	0.3087282363
-0.1073661339	0.2132964398	1.54299938	0.4306271011	1.914421299	-0.151499001	0.9930277401	0.1635996195	0.9744578404	0.3631684886	0.1205621091	0.8735800315	0.01925792666	-0.4181680557	-0.189262542	0.2799928327	-1.092874542	-1.723669337	-1.028785651	0.5498665433	0.581079655	0.2180427861	-0.1113668361	-0.4843410294	-0.1813772221	-0.7907180648	0.258486223	-0.7326349895	-0.3897494767	0.1160692883	0.229114599	-1.005933448	-0.618922073	-0.1361415387	-0.4183766402	-1.312373076	-0.4768283274	0.9875437448	-1.346153815	-0.9834572308	-0.08908490548	0.3857927678	-0.04346220162	-0.7127462306	0.2209835652	-0.62261729	0.7007793512	0.3982745272	-0.6366647267	-0.2509628465	0.7123717834	0.8443460435	-0.2449180547	0.5642800575	0.1099226282	-1.530778242	1.287579576	1.005349974	-0.9155761554	-0.08269420749	-1.584784944	-0.7660134774	-1.243532632	-0.4608895061	0.1804946368	0.2762665013	-0.3304639699	0.3059652929	-0.5892679977	0.3961930529	-1.560963238	1.246144964	-0.9555009479	-0.04157210073	-1.277082041	-0.1641630304	1.124898416	0.1752397715	-1.034968331	0.1797993943	-0.2188805183	0.09322498599	-0.1359959409	1.03481824	0.1218030055	-0.356436358	0.95424172	-0.4003238285	-0.4147392013	0.8265012319	0.4423242298	0.749020054	-1.23984382	0.4839164714	-0.8159457993	-1.27897463	1.301050519	0.3338035866	-1.140591271	-1.13609177	-0.627512026	-0.414793292	-1.586489438	0.3366256538	0.1632064887	-0.328402273	0.4587150704	-0.6110724223	1.83733253	-0.7391616891	0.7939337935	-0.05224330468	1.205094659	-1.526627626	0.1676925333	-0.2506792457	0.1046866465	0.4708274803	0.6018750454	0.1503893684	0.1299048281	-0.11144079	-1.425091821	0.1666300965	-0.2390140555	-0.08090593776	-0.2551552738	-1.123795629	-0.232424834	-0.6208904655	-0.08819429194	-0.3847353055	0.2734849723	-0.1487055425	-0.4409981425	0.181359786	-0.03130189953	-0.471562196	-0.6317764416	0.1825493753	0.01085564707	0.01039044325	0.06478362142	-0.3361437629	-2.046618075	-0.4028558846	0.1444664176	-1.149671454	-1.247261035	-1.286762336	-1.362944671	-0.07834441992	-0.052477609	0.56541138	-0.4388659686	-1.09293872	-0.2883556943	-0.5675564392	2.093229076	-0.04527241856	-1.100353761	1.304586689	-1.625016868	-0.8726843574	-0.140165836	0.1445305727	0.1796323621	-0.7091426774
-0.8095142852	-0.380955315	1.093936579	0.1931248597	1.042746022	-0.8662991911	0.443124934	-0.1548566277	0.5581626806	0.08298182381	0.0518549863	0.6434365545	0.5874847564	-0.8258043774	-0.4750116508	-0.5546799464	-0.4607871764	-0.7362486736	-1.124671544	0.9295827225	0.3746265786	-0.3968712327	-0.9097583162	-0.0895980846	-0.567616916	0.5182648569	0.3928657016	1.125021567	0.07553634177	0.8133652538	0.3200678674	-0.8220489212	0.004905530914	0.5011931157	-1.59945466	-0.2460940747	-0.08900003961	0.07104356793	-1.265729286	-0.6602739991	-0.3152050579	0.4930640261	-0.4766429129	-1.062584476	-0.7327273741	0.1345849169	-1.013519538	1.515064805	-1.158142383	-0.2365916597	1.11127225	0.7431561478	-0.3263391083	0.3981063536	0.413036195	-0.8197198755	0.2207998685	1.223856457	0.2739412116	-0.2269237349	-0.838822019	-0.7088283686	-2.191214603	0.5324978583	-0.5320815119	0.3969644051	-0.676333187	0.03921513754	-1.356655519	-1.178692782	-0.4080020123	0.3831986034	1.236384149	0.03303847765	-1.350828352	-0.5541407259	0.9576285183	0.5987784758	0.01914938832	0.6282640515	0.8885436779	1.057309531	-0.2639020552	1.123656121	0.2634590759	-2.316266333	-0.03189172472	-0.009404340406	-0.5448832858	0.7040355724	0.6435045413	-0.7723126108	0.5296415607	-1.37605121	-1.55148088	-2.524668849	0.4525762181	1.057874028	-0.9131346716	0.6109534879	0.1772446145	0.8998656831	-2.034805885	1.042126951	-0.2942667841	-0.6495034419	0.1943360818	-0.5921714987	1.204067256	-0.488169084	0.3130668288	-0.3155386192	-0.541372078	-0.006609080648	0.7631419275	-0.5513600483	0.3066834844	-1.346427894	0.0581196278	0.4520110759	0.02545995348	0.8840232764	-0.8119241981	-0.6404878118	-0.1503728869	0.2476687775	-1.372171724	0.6995029069	-0.4844728336	-0.3963851419	-0.01274079189	-1.262938462	0.05537355481	0.3877204074	0.1968063689	0.9720922571	-0.1137535378	-0.7609206757	-0.298023708	-0.3457020035	0.2239096038	0.4600983261	-0.2687954788	0.370701207	-1.223924226	-0.722238312	0.2530631509	-1.431150435	0.7173483114	-1.14232702	-1.470872162	-0.2302716687	-2.020921134	0.8859461305	0.867462065	-1.639586429	1.400879422	-0.8113523289	0.7854381953	0.1670155467	0.1124711426	-0.9974953595	-0.1627574434	-0.9986669255	-1.177638366	-0.1244711791	-0.254285412	-0.9888450858
1.280752189	-0.3800377888	0.9362945191	-0.4958574736	0.5362395185	-0.3007019329	0.3924200459	0.1798489089	0.7460962799	0.3475431193	0.3475966032	0.5340263405	0.3056136095	-0.1690705569	0.03274493505	-0.4024332075	-0.9826935895	-1.764911029	0.1179681986	0.2841161766	1.068097326	0.2093369864	0.8524883774	-0.3440133113	-0.0689443655	0.3593240043	0.9410578754	2.147430961	-0.4148082689	0.1742985669	-0.05610765508	-1.131887967	-0.05624941632	1.242484021	-1.082803064	0.207078045	-1.041485148	-0.3553513059	-0.6240438211	-0.6660778837	0.8032412194	0.4438761519	0.09396596478	-0.7724902727	-0.2811663096	-1.233153315	-1.673930279	0.572788474	-0.954123928	-0.1236228411	0.9781848038	1.251352451	0.002905225796	-1.811169533	-0.9532892767	0.588372027	-1.635915368	0.5546191384	-0.6971158785	-0.4733878942	-0.432284782	-1.140941847	-0.2299573445	1.032357444	-1.490935438	1.180847506	-1.074182912	-0.6647435451	-1.582312411	-1.575516727	0.4702715202	-0.3069766706	-0.6407996389	-0.7804725151	-0.9483476611	0.9941481932	0.02245098214	0.09427623331	-0.2051185034	0.7679803364	1.623281577	-1.525270081	-0.2342859314	-0.3892807878	-0.07730092212	-0.4438481827	-0.1195798356	-0.05179044596	-0.07046171647	1.153735673	0.1034233994	0.2032075363	-0.1816916499	0.1313696248	-1.375171313	-0.8319769067	0.9991626069	-0.8171568617	-0.6926875143	1.33049926	0.2369499873	0.563445176	-1.444408798	0.7365485247	-0.2286646482	-1.002180892	0.4344280005	0.1290453202	0.6125572663	-0.630650299	0.7187702069	-0.6095534477	-2.07795817	-0.6959834162	-0.03603728686	0.2139109752	-1.353778848	-0.9044099848	0.3540236821	0.93545062	0.431313577	-0.7261017859	-0.6951809356	-0.4242093653	-1.585175149	-0.7105574973	-0.7809987455	0.5947656633	0.4916296065	-0.1513157689	-0.06357966853	0.3078840104	0.2959651568	0.2122996906	-0.1374741497	-0.2921051832	-0.2631076566	-1.346231175	-1.423842172	0.1421822264	0.7687817984	-0.671236485	-0.1463060884	-0.3223132632	-0.4649777496	-0.3083384418	-0.5518973257	-0.3943719902	0.3689489831	-0.9964910433	-0.400791853	0.7951088369	-0.1218352911	-0.9249298025	-0.07988013685	-1.394429472	0.8836136004	-0.4064265675	1.21956126	-0.5490873913	-0.2977346721	-1.024924677	0.2256632078	0.7576048066	-2.051654062	-2.072876428	-0.704565879	-1.409750125
2.580671049	-0.315656023	-0.01460018742	0.2294617716	0.317183485	0.8812413501	0.784134718	0.289007673	0.251086886	-0.003491587079	0.2361180428	0.3937833075	0.3782019911	-0.01325480692	-0.03870991413	-0.2544464589	-1.310320203	-0.8420631931	-0.9543526589	-0.8331139178	2.335243322	0.2883024713	-0.4016644616	-0.9264511892	0.4386790135	0.03099754037	-0.1801254049	1.390718767	0.02714619753	0.0186855604	0.06973706315	-0.3090878935	0.2152818988	0.2104395947	-0.9748081189	0.6657113474	-1.368193368	0.08038278017	-0.2251763084	-0.594160717	1.730865599	0.464917277	0.1404669979	-1.353371315	-0.5833120677	-0.02128600223	-1.122247264	1.687506127	0.2792861334	-0.1643241084	0.7191130772	1.551941512	-0.9137436851	-0.2965262449	0.2078759726	-0.7082886322	-2.525572771	0.9022587954	-0.6605954747	-0.1917796628	-0.007800999957	-0.6219141722	-0.9116291855	0.02296582827	-1.868016845	1.960179301	-1.358174324	0.3024310957	-0.7456887226	-0.912187693	0.9806326029	-0.2541336919	-1.096425311	1.110937282	-0.3111313727	4.578299988	0.9536553963	0.8484991958	-1.827155796	1.018826299	1.730571821	-1.645998911	0.8683263367	-0.6840527305	0.03498934991	-0.09982975939	-0.36439851	0.4922943449	0.1219319993	0.7003998589	1.509527821	1.076506859	0.2623618075	-0.5800376165	-0.7185600126	-0.1883120656	0.3002838624	0.4393561081	0.3682226793	-0.9909547673	1.200698298	-1.272420988	-0.35567655	1.115141177	-0.0004654108959	-0.004896816232	1.691768237	0.3816665393	-0.7265205466	-0.1144313671	0.0003182341251	-0.59822963	-1.341608964	-0.7474062387	-0.2731445177	1.447806489	0.6221240831	2.003897374	-0.09250805505	0.670092162	-0.09036508793	-1.316539225	-0.07689624213	0.216348696	-0.5196752678	-1.742829109	0.1116662259	-2.157246262	0.6174153814	-0.2339680035	-0.232149806	1.11149486	-0.167026816	-0.3390915767	0.01298341642	0.0788138361	1.648731342	-0.7626469452	-0.3319347128	-1.038764044	-0.05690134392	0.3046278214	-0.2337260792	0.1395789828	-0.2130776979	-0.5985802022	-1.732391525	0.05075389076	1.698565478	1.466377151	-0.3665123175	-0.2505952886	-0.3883572806	-0.5794646087	-1.681616745	2.256865954	-0.306394907	-1.439839693	0.436253834	-1.215933636	-0.4351764821	-1.401716629	-0.1941473209	1.193614301	-0.9219508065	0.7327699701	0.6035687305	0.5984602887
1.576280429	-0.5547105181	-0.1214684203	0.05175136512	-0.1059488258	-0.1772526858	-0.1701143579	-0.4245197186	0.707489314	-0.6022950174	0.1131282579	0.1267270538	0.460712586	-0.4961513731	0.1260397539	-0.6618257151	0.7372577679	-0.6924923277	-0.2760752399	-1.204251783	1.029241445	-0.2478648768	-0.7637527066	-0.07120966726	0.003223952475	0.8347506971	0.5586028688	1.601713831	-0.1382209085	0.2914076063	0.1800352074	0.2865396173	0.4223743724	-0.4430155225	-0.3583457019	1.464459099	-0.6487969428	-0.01975537941	0.9984030719	-0.3429170255	1.781878527	-0.01832923016	-0.08098515089	-0.5896338996	-0.6300810899	0.2887438239	-1.05274107	-0.1851157969	-0.6852805395	0.04625864681	0.8020890341	0.7772224239	-1.040209762	-0.3158052418	0.1425253188	0.7997893445	-3.006307563	0.4788005615	0.7763869991	0.4381459362	1.080129477	0.331619922	-1.228197108	0.07949077292	-1.66292598	1.990948893	-0.2142124717	-1.379039781	-0.2049212026	-0.167898146	1.408708325	0.9435455672	0.2969941083	-0.7420453743	-0.5046945524	-0.04527162759	0.457086527	1.350627998	1.527664677	1.515287743	1.887826359	-0.5050304497	1.297131978	-0.07323274329	-1.24771377	-1.091839437	-0.1408585587	-0.9087651067	-0.02232423849	0.8099468308	2.399807376	0.7333360737	0.9448208391	-0.3190715292	-0.04781155205	-1.090523068	-0.3978228667	0.8242064704	1.139795294	1.166777855	2.117581175	-0.3804742199	-0.1830339189	1.91634548	-0.2756362185	0.6708593901	0.991047652	0.4687912377	0.8864092884	0.4902770225	1.009679501	-0.4637399228	-1.424385019	-0.5239192699	-0.03693792521	1.03341517	1.993516813	-0.5803751475	-0.4897589311	1.367731948	0.4134669207	0.5082947516	0.9105749233	0.203195004	0.2381159701	-0.8769265086	-0.5498701678	-1.511340799	1.244350263	0.2150095187	0.05776023771	0.5761862012	-0.6244510518	-0.08217893508	-0.344986582	0.9852740415	1.366122544	-0.4806556956	0.5835107136	0.4378296707	0.7567296983	0.2895259004	-1.192219421	0.7755555399	-0.05193181969	-0.422637758	-0.2255783175	0.1944511618	1.064746491	1.685513256	0.0605779664	-0.4803110824	-1.093080068	0.4939382904	-0.3700521826	1.784161494	-0.3201756795	-2.026701228	0.4230627758	0.3143722277	0.6616872889	0.3879162575	-0.5260814264	-0.09651585889	0.8808005855	2.069699143	-0.5543442235	0.3851653633
2.300361009	-0.6886634736	0.2738903725	0.04940412947	0.2297857155	0.6586509024	-0.07695958431	-0.5726332162	0.5518998576	-0.5556663577	0.06294373397	0.00479163098	0.2162771261	-0.1171804583	0.240978851	-0.3697124922	-0.09631386296	-1.031654201	0.1769666011	-1.027123492	0.3364009609	-0.1333457891	0.8998431936	-0.05682200153	0.5542949412	-0.05283149713	0.6650851066	1.56348042	-0.6590787812	-0.1603395111	0.1908112973	1.058989763	0.02861646758	0.5008761095	0.280857466	1.675952131	-0.1796578979	-0.06220469999	1.560638197	-0.01976619084	2.694766328	-0.431569368	0.3155384135	0.9011198053	-0.1534707181	-0.487931382	-0.6067589879	-0.6188394761	0.2189693271	0.434861657	0.2835046699	1.194218416	1.44494476	0.06420394507	-0.3409857641	1.068130777	-2.291702449	-0.01279449238	1.328636222	1.142162966	1.589536989	0.02822009853	0.419482374	0.6497529146	-2.916888588	1.299555278	-0.5749296344	-1.152781145	0.03385593359	-0.4030617702	1.674172495	0.0188631512	-0.211316883	-0.2146896676	-1.44253404	-0.3012721104	0.4651954905	1.489472907	0.5786310441	0.8666510323	0.3585903499	-1.452246597	0.3214606615	-0.3537393519	-1.484626424	0.1906271198	-0.6820462914	-0.8881628092	-0.1056227461	0.2224270416	2.004312448	2.160425006	0.147999007	0.3356045756	0.5050441301	1.221968616	0.1090044417	0.5766662491	1.489431769	0.6635609184	1.720893473	-0.3373372325	0.7681322355	1.285907044	-0.7753641137	0.12551278	0.7009697366	0.1259462433	-0.6353133599	0.7106420858	0.3378679923	-0.8380940528	-0.1726655407	-1.04137729	-0.4445381598	0.08842314539	0.9379595473	-0.9618327636	-0.02450240565	0.7030602868	0.2438924713	0.007858832362	0.9829416509	-0.1372269414	0.6985999979	-1.617220407	0.05129327139	-1.505403266	1.670272828	0.1055988696	0.4802489873	0.3406230893	-0.4542376669	0.3139865582	-1.110024556	-0.2767562715	1.495642581	-0.5531276793	-0.5204103306	-0.5347690079	-0.3171548737	0.1476989488	-1.22027567	-0.509670894	0.5729732242	0.4230981457	1.336699735	0.2088514665	0.7203393438	0.1153482971	1.41836344	0.01560727182	0.1787904301	0.1796561646	0.2089696845	-0.3909129895	0.08308278418	0.06278632325	-0.08801399672	-0.3638234207	-0.5116008935	-0.0009441063579	-1.498628155	-0.650261817	0.7782704312	0.062492959	-0.5735774744	0.0571598218
