melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156	melodic_157	melodic_158	melodic_159	melodic_160	melodic_161	melodic_162	melodic_163	melodic_164	melodic_165	melodic_166	melodic_167	melodic_168	melodic_169	melodic_170	melodic_171	melodic_172	melodic_173	melodic_174	melodic_175	melodic_176	melodic_177	melodic_178
1.082428552	0.4150446036	0.3142651077	-0.3003190775	0.0925483675	-0.3855081638	-0.4028340213	1.706460321	0.8609458525	-0.1569985169	1.476987985	2.662926803	2.011537992	-0.1262748794	0.2678372994	0.08847411644	1.452947149	0.6319140132	-0.4855864252	1.541630441	-0.4643887636	-0.02679305434	-1.567588381	0.8507397354	-0.6424988866	-0.2215846853	-0.2521215918	-1.250328468	-0.8745920672	0.6259216814	-0.9557841034	2.233422328	-0.1898296797	0.6408846032	-1.331976639	0.07262156277	-0.9329069547	-0.9340043716	0.3284613575	-0.5853058138	-0.5481620247	-1.862724927	0.0319532241	0.2573140949	-1.143550139	2.191522035	-1.306537148	-0.8492195876	1.147577476	-1.089505244	-0.009033182167	2.325138739	0.5798914614	-2.157598644	-0.5133379199	-1.312947285	-0.1832018475	-2.132292268	-1.119677998	-1.563549791	-0.9882426226	-0.3255694926	-0.03247662062	-1.968549022	0.7810930474	-0.799621967	0.02104329866	-0.3774579403	-0.7596318636	0.5310317826	-0.7708138514	-0.2519694754	-0.2338861146	-0.1842657304	-0.5068500199	1.040884209	-2.196251144	-1.599728133	0.295398633	-0.2002710292	-0.2328480573	-0.7396767912	-0.8310978266	0.6378647475	-1.043126761	0.331540261	0.2513927281	-0.0007201142664	0.4070853384	-2.245934864	-1.075349867	-0.03279357382	-1.700070374	0.3063008026	-2.005068575	-1.750244784	-0.5355765069	-0.3909734562	-1.535082568	-1.45599053	-2.438855974	-1.878229911	-1.885870679	-2.341035096	0.5722441992	-0.7986082587	-0.4721223809	0.03901877661	0.5992111105	1.175274946	-1.935320581	-0.4331343775	-2.066375895	-0.8473573751	-0.5143677305	0.37269649	-1.697790186	-2.42934608	-0.5029523261	-0.9376997672	-0.7843750227	0.1587921969	-1.18429196	2.216115698	0.2282905563	-1.24729234	-0.4096230233	-1.102664792	-0.8639614922	-0.2161579538	-0.6564497525	-0.7332332504	0.1241694181	-5.620402539	1.820932816	0.9328679849	1.105723318	-0.626807245	-0.3698585029	-0.7667124852	1.298980017	-0.5958248114	-0.3970813946	1.216963676	0.2917488073	-0.8170108458	1.213319248	-0.05798089078	0.9740474731	0.1629375623	-1.143208594	-1.368575724	-0.8279055345	0.1763173167	0.3540251649	-1.636056679	-0.5387735932	0.9358377535	0.4564001568	-0.782248058	0.9551832492	2.117094771	-0.05700458165	-0.05839986748	-1.650918846	1.696089563	0.2389871842	-1.705987747	1.538331148	-0.1861639852	0.3105411329	1.871231499	0.4185651185	-1.512730166	0.9653016944	-0.4546531301	-1.59956311	-0.3559596215	2.046112077
0.7020285086	-0.3196734083	-0.6637421443	-0.1671164154	0.3821918247	-0.4841498829	0.5359946253	0.7553741784	-0.06271233972	-0.8317546244	-0.6670377624	0.7260322191	-0.4940119173	0.05361279879	0.3086615214	-0.6999160066	1.398619848	0.4288247222	-0.7471514373	0.6095959623	0.5220823159	-1.302964505	-1.132992045	1.660575153	0.9193002877	-0.5625823562	-0.9020784836	-0.4802941218	-0.4570747842	0.9485641193	-0.97747593	0.4711362836	-0.5195427616	1.120112797	-1.451283866	1.475028499	0.2433517311	0.7786525054	0.3665271015	0.99798476	-0.4501007268	-2.108709534	-0.9134329134	-0.5309882458	-1.079342259	1.033074782	1.194681237	-0.9333081296	0.7325533692	-0.6906562211	-0.4624801272	0.3867674032	1.520643008	-1.708995873	-0.4824255799	-0.904717493	0.324544266	-0.6475281959	-0.7036373208	-1.372428516	-0.5120174271	-0.2449467532	-0.4328561056	-2.22340833	-0.4211729308	-0.7973121552	1.212085485	0.3510632794	-0.2199856898	1.674410701	0.4237374497	0.3161370355	0.08216877972	0.6485244542	-1.380219891	0.03163033166	0.2543236305	-1.130054137	0.4589307155	-1.204455663	-0.5893140815	-2.663453989	-1.413315498	0.08244840356	0.09660174	-0.8385358998	-1.941275396	-0.2862881986	0.6091062994	-1.668144298	-1.086622026	-1.334031999	-1.033168518	0.6826588932	-1.725165023	0.01610699281	0.08117226257	-0.4516527351	-1.183656775	-0.05182880285	-1.677847094	-0.2436681734	-0.04235368516	-1.803873005	1.04069945	-0.1994951498	-0.8760874247	-1.846979221	-1.156040184	0.7610484606	-1.297747748	-0.4407616914	-0.1102518642	-0.6388963706	-1.065619358	-0.4790998997	2.406931225	-2.133555848	0.3576679247	1.339844233	-1.605106506	0.1262233939	-0.4245808427	0.6576245461	0.1257044044	0.3929584286	0.8607691994	-0.546321132	-0.7463963459	-0.4342612083	0.3319417623	-0.5413159743	-0.05742712744	-2.435824167	2.076069681	1.525495639	-0.7955986155	-1.549854824	0.2487624205	-1.260124115	-0.1216692708	0.6322759328	-0.5423916584	-0.8912399805	0.1835861789	0.6835810154	-0.3926813755	-0.2653389955	-1.38596767	-0.7791350256	-0.5260799406	0.6523313323	-0.9810803486	-0.5614443622	0.5894409709	-2.160709725	-0.7552648714	2.095258547	-1.104266939	0.9898134635	0.01012390655	2.034725988	-0.9256693309	0.08660471658	-1.328418592	0.9882530063	-1.214212975	0.1321758315	1.669434503	0.9708121706	-1.094205125	2.08537165	-0.7642425553	-1.672178617	1.259787686	0.5525254394	-1.256929637	-1.180685885	-0.443283883
0.1774323083	-0.3256228638	0.3147257332	0.7361042571	0.1123207895	-1.000281024	0.04214226779	-0.3246066165	-0.8442512856	0.5613426569	1.449328598	-0.1925867272	-1.828016829	-0.04651492632	0.3122052036	-0.9935034628	1.001975163	0.0378129343	-1.47649983	0.04258245685	0.5748191917	-0.9608240905	-0.9225089782	1.033380339	-0.3587406321	-1.19797454	-1.052205854	0.360939405	-0.06347004233	1.0748516	0.09285627002	-1.021023198	-1.226943096	2.52836754	-1.366469349	1.553105354	-0.389955197	-0.1217541707	0.5593441018	-0.5059142408	1.693108878	-1.95204976	-1.333567399	0.20876882	-0.09332681063	-1.076740912	2.855536975	-0.2150558962	0.6845106821	-0.64885802	-0.9236620881	-0.1599302263	1.122093519	-0.5182761028	-0.3502841131	-1.41142456	0.7116521368	-1.238123157	0.5997476784	-1.584321989	-0.1633466817	-0.100895952	-1.220390449	-0.8790364554	-0.6264144291	1.188848549	0.02026614533	-0.7728086029	0.2925444483	-0.6299443109	0.4271227887	0.6210096849	0.6071425108	1.910655561	-1.30494796	-0.7616761599	-0.1423274683	-1.510669142	-0.07154658136	0.1854150715	-0.2622380275	-1.611011343	-0.6236328845	0.1520858194	0.8678175498	0.4264883984	-2.26727402	0.696247325	1.267790353	-0.2973834185	-0.8769904556	-2.427951222	0.5702933228	0.3062490309	-0.1847252207	-0.7566763782	-1.009496289	-2.257471973	0.01643979474	-1.287628075	0.05487761961	0.3297285841	0.4485775448	-0.02495446373	-0.9708287628	-0.238576914	-1.176724364	-1.194283025	0.5633409104	1.164054517	-1.109172598	-0.4143875198	0.005203624247	0.6053365712	-0.9024002397	0.6461679745	0.6461485304	-0.4674232618	-0.1929070971	0.3441520477	-0.4421732634	-1.469968912	-0.3027163274	-0.4626115166	0.05830588549	1.919699087	-1.425655053	-1.265031461	-0.8917214138	-1.066723751	0.9879989342	0.6540426493	-0.677217892	-1.25830596	0.678876956	-0.2227231673	-0.3660873961	1.315230905	0.2503652483	-1.436623272	0.05107177324	1.702054477	-0.3168367031	-0.05804982404	-0.4693318229	0.4764081062	0.3113657962	-0.1183454499	-0.05232419704	-0.39381924	0.003073872983	-1.522537472	-0.3194701226	0.1826308924	-1.048796961	0.38770427	-1.368942144	1.238059947	-0.5963216474	1.071453902	-0.3105417248	3.484648807	-0.9031875396	0.4248146299	-0.3254591255	0.1421324576	-0.8602283543	-0.06978807883	1.325706026	0.7550222691	-2.506912057	0.05157959004	-1.283548583	-1.025538103	0.3183056991	0.5537503485	-0.6995858584	-1.533091365	1.998229617
-0.01856901796	-1.034804128	-0.710731899	0.547735874	0.287338073	-0.7546577326	0.4155736967	-0.704159404	-1.198725751	-0.7134761945	-0.5515559838	-0.00197664528	-2.576106387	0.1445455025	0.6292330584	-0.872006047	1.098274246	-0.4269613931	-1.409185171	-0.7670443425	1.394851997	-0.04631866105	-0.5279413585	1.48463083	1.633944682	-1.410057136	-1.212648428	1.163620166	-0.3089781711	1.140354209	0.2490101438	0.2409050577	-1.17452426	2.218372099	-0.7473376027	1.171947657	0.2347079606	1.531732231	0.5073326885	0.1192168144	2.784475161	-0.8935110755	-1.244625343	0.2001657302	0.2216509287	0.9194119013	2.628310535	-0.6091028172	0.9955346308	0.3266402027	-0.4845671655	0.3870707279	0.3554767396	-0.1476145549	-0.5024685343	-0.1925260234	0.482769605	-1.193122738	0.9572266571	-0.0803584761	-0.7215526874	-0.1498319102	0.3039438905	-0.2784180931	-1.03284021	1.49678973	1.063525383	0.7968819404	-0.715831871	1.500983561	-1.098294106	0.9993202068	0.323576184	0.8006655958	-1.256615344	-0.2517983924	1.2444417	-0.9094270184	-0.4260492013	-2.101069463	-0.08844204336	-0.0318343192	0.2807010233	-0.135967578	0.5992401793	-0.04163815473	-0.6446673065	0.01708977321	0.9006507435	0.04470797145	-1.092400042	0.2161161803	1.05694848	0.4112461122	0.8044248553	0.6774091251	-1.031753453	-0.6329340685	-0.1145219912	-1.80552312	-0.3750876449	1.123553244	0.07298406702	0.4950656778	-1.386010523	-0.1177576338	-0.9416030642	-0.2546755053	0.671782207	-0.837446592	-0.8034689918	0.2461192042	-0.9159740068	0.6043974192	-1.13496401	-1.008729107	0.8086729234	-0.4636962489	-0.2181381518	0.572624604	-0.1421641333	-0.4777347127	-0.2700279225	-1.039772619	0.5323955317	0.408071739	1.104864696	-1.613581601	0.090836988	-1.43392392	1.828346396	0.5110354551	-0.1478824427	-0.9458233944	-0.3441534377	-0.3457763371	-1.343346895	0.1770120097	-0.2597925981	-0.8029069965	-0.6296714927	0.3645823952	-0.6933790436	-0.5834450112	0.1329032525	-0.1701170481	-0.009260636282	-1.512820559	0.8838087677	1.129370593	-0.7900599022	-0.6124281421	-1.242852584	-1.093285923	-0.4517248619	-0.05850197245	0.05866479677	0.8279613403	-0.2542126975	0.01466712174	-1.145027597	1.43643689	-1.0362241	-0.5478846426	1.167206852	-0.8381731757	-0.6844188796	-1.285548959	0.8595699016	0.3810310821	0.09455445066	-0.9196306796	0.9951888428	-1.804925541	1.60207461	-1.021447943	-1.312898882	0.005449572943	0.6056138534
-0.07913067361	-1.034675804	-0.4847350571	0.5259323993	-0.1112434421	-0.7636713731	0.2435379438	-0.9847534127	-1.075654664	-0.4356365684	-0.6879886663	-1.135294929	-2.501965786	-0.5305191893	-0.3119285545	-0.147902679	1.095553259	-0.3207079792	-1.624423964	-0.6151303402	1.003499498	-0.7828584584	-0.4214796055	1.328658319	-0.896675933	-1.284247708	-1.550947907	1.30666857	-0.4804605745	0.7031608668	0.2386419926	-0.3884799521	-0.8999210299	2.031100415	-0.4501011637	1.636717336	-0.7174367597	-0.7707094934	0.4005296485	0.1129309856	0.5284372487	-1.213974199	-0.3775776853	-0.2922637721	0.1332170587	0.5824080227	2.178849584	-1.060161277	-0.1400276874	-0.2163334051	-0.3323200733	-0.4700493646	-0.4303548853	-0.4347732479	-1.247592699	-0.2726779956	-0.308752503	-1.023963829	1.21348605	1.227759652	-1.385236021	0.9708045311	1.248420162	-0.3353717854	0.4026315505	0.7231722474	-0.2642043305	-0.4671257031	1.287454165	-0.503740417	-0.9018227265	0.4094160143	0.4760984138	-0.007746204694	-0.5579443699	-0.3713209911	-0.26508218	-0.3159501102	0.6218823633	0.3404724046	-0.1047007819	0.2902978977	0.5812232003	-0.3583865648	1.64392545	1.040785883	-0.13455635	1.560631584	0.2385380015	0.1930877655	-0.7791186397	-1.358227282	0.2182804229	-0.5469959271	-0.6278798356	-0.03929695732	-0.5851457618	-0.06746759371	0.1382598095	-1.616279517	-0.5581167946	-0.4378456007	-0.4242139145	0.6940582474	0.185945784	0.3293955685	0.8562451087	-0.2318145383	-1.045704676	0.2240511403	-0.2756222025	-0.4915767985	0.5273898877	-0.9264540074	-1.224444627	-0.5679799425	-0.5452585603	-0.7707077562	-0.7043634662	1.185788721	-0.8851889975	-0.02415185519	-0.4236608061	-0.8109588138	0.3117900129	0.3415173635	0.113929209	-1.286856591	0.3990373946	-1.205892398	1.246855885	-0.427461932	-0.884012316	-0.5997155131	-0.5972540686	0.134559616	-1.452388221	1.064824551	-0.2968682185	0.4340315675	-0.8252556549	1.045061943	-0.6201212887	0.03488334953	0.6621215373	1.414075828	-1.451723311	-1.572772253	0.0163557431	0.6665154399	-1.168279912	0.3434162048	-0.9659293011	-0.3688927339	-0.03021065639	0.2069258775	0.2372053446	0.2488768635	-0.2948547483	0.2725468082	-0.2647789981	0.8484067429	0.1248686079	-0.4741076413	1.162368723	-1.324259506	0.02275797267	-1.386679732	-0.1044862547	-0.2279970609	0.4330309245	-0.08716700022	1.133006206	-2.241858568	0.7775146671	-0.1993541809	-0.5583519237	0.1638184883	0.4503710127
-0.04381408682	-0.7681776527	0.08570996428	0.4285876679	0.1315536859	-0.9512238429	0.3089824947	-0.334919383	-0.7031600074	0.1206273656	0.5020366501	-1.009239163	-2.846872883	2.022286466	0.4477344247	-0.04740089855	0.7613762423	0.268848913	-1.133523553	-0.4093294243	0.6574951604	-0.7370912015	-0.9436247111	1.250707285	-0.4256206981	-1.128493133	-0.915935097	1.179135767	-0.5615139269	0.9259480332	0.1482884103	-1.42799323	-1.141645836	2.406268516	-0.2197166388	1.554444689	1.488216071	-0.7453203505	0.8157706345	-0.2517936963	1.17029408	-1.2839146	-0.654746886	0.03052722703	-0.3788651073	0.07155225174	2.566161366	-0.6332097952	0.5879104008	-0.9217610854	-1.025672158	-0.5664724838	-0.2527256418	-0.7637547753	-0.6543404882	-0.7929149532	-0.05640881178	-0.7427968474	1.15009033	-0.9387358178	-0.987174757	0.1578815346	-1.314295237	-0.3996754992	0.7408094891	0.221326141	1.484858397	-0.7181318243	0.3263838783	0.5150952325	-0.1300632443	-0.1110964917	-1.421656176	0.2342635737	-1.143693948	-0.7914516708	1.589819874	-0.7410646077	0.3113402637	0.04359169265	-0.3683684803	0.7777423235	-0.4062472711	-0.3967623876	-0.1607676172	-2.000710466	-0.4752524342	-0.7817832883	0.6111872564	-0.7979319207	-0.6999346611	-0.5885984511	0.513165372	0.2203229238	1.299207579	-0.005650306167	-0.7511201706	-1.273231666	-0.5266407492	-0.5994715699	0.72932541	0.1747457916	-0.2659758831	0.01032438359	0.5357495488	-0.05791678625	0.1124136791	-1.223905851	1.380386416	-1.019782433	-0.5157596154	0.4499651865	-0.2919219368	-0.2691315121	0.8420295888	-0.7844618936	-0.5422205868	-0.6297459247	-0.07462830327	-0.6321731911	-0.2223669559	-1.01783815	-0.226896741	-2.030726694	0.3895140665	0.2852772579	-0.3853083207	-0.5685876424	-0.06810681576	-0.6832641481	0.9943188506	0.4975387299	-0.3509240307	-0.5026877789	0.6659779638	-1.310713039	-1.168595372	-0.6369202259	-0.01755190425	0.7875052807	-0.3562820791	0.7810759419	-1.08794199	0.1405623793	-0.531739579	0.6471196587	-0.9073624632	-0.8250901297	0.4088484568	-1.230153685	-0.3338158866	0.2996898009	-2.328155651	1.065989818	0.04599352908	0.6407406724	-0.7679239943	1.424310063	-0.7509279628	0.832715057	-0.4048535594	0.782333179	-0.9339072482	-0.4735754875	1.097298766	-0.3637060259	0.4426123135	-0.8534510196	0.2754924079	0.1643118555	-1.124037337	0.1670121249	1.599773814	-1.403349186	0.2635133437	-0.3072980567	-1.107699898	-0.735924278	0.4762362148
-0.2465684552	-1.08567921	-0.3938175334	0.3950407584	0.1819638669	-1.174775307	-0.1646989563	-0.9401996271	-1.529744628	-0.6635036921	-0.8559925856	-2.005245712	-2.633130522	-0.1604319635	-0.2824468655	-1.159480684	1.966462675	0.03650272454	-0.9946302051	-1.272493441	1.151337913	0.1783377199	-1.367582231	0.6711459255	0.1948528216	-1.177820969	-0.7615322989	1.33997966	-0.5659738248	0.809692303	0.3295369344	0.1357827827	-1.140584119	1.998014517	-0.6145617986	0.4588041155	-0.1771251736	1.432772847	0.5726551166	0.3944924222	0.3213106461	-1.638755639	-1.640278473	-0.01574951289	0.02487300169	0.6359617487	2.179696423	0.04186621075	0.04271762442	1.037814303	-0.345860986	-0.8786073074	-0.6019436102	-0.5874772577	-0.3005396358	-0.9157446191	0.9603842102	-0.8636079335	0.3817036586	-1.829850316	-0.2541331999	0.2896242039	0.6180674213	0.5972150598	-1.264242436	0.3988084974	0.7612245231	1.029937354	-1.3279171	0.4921466285	-0.3808881252	-0.1064717239	0.522716469	0.8784767562	1.499043413	-0.09803811459	0.9788892974	-0.7266338125	-1.819375298	-2.105480322	0.2543211664	0.1065929859	-0.07300116208	-0.8325102311	0.8505070595	0.2821826822	-0.7613269833	1.387822828	0.8802091848	-0.6166960851	-1.477525932	-0.3368022089	0.8587459131	-0.09821141936	0.3018760372	-0.1765579949	-0.8183609732	-0.2654288378	0.1024246265	0.3359632576	0.7943500307	1.022958551	0.5979248245	-0.736752892	0.4681097287	-0.3586225684	-1.082299654	-1.066077676	-0.3918855323	-0.04305296645	-0.166055056	1.038014084	0.1180693563	1.195446582	1.556700017	0.01235318365	1.197108481	-0.01465162643	-0.276732566	-2.303514466	1.401128595	-0.7392472172	0.5360427829	-0.720056949	1.184661429	0.7402947573	1.501753092	-0.1505292576	-0.0450047135	-1.124254273	1.718863401	0.8737205931	0.08656396919	0.968726064	-0.360453218	-0.5127744155	1.810264122	-1.339235891	0.03372839245	0.03761871126	-0.3764984967	0.1053357363	-1.451959094	2.034211677	-0.6926025291	0.9378366496	-1.363353108	-1.705069152	-0.02189848408	0.8686040254	-1.61689218	-1.165554213	-1.493089397	-1.31837389	0.2861796233	0.3675640416	1.428191646	-0.8242010376	-1.084551147	0.01096400737	-2.002287741	0.1100797521	-0.1137996509	-0.3867297323	1.243944263	-0.9434344254	0.6513091724	0.05377479016	-0.07777762543	-0.8103260856	0.4661359261	-1.072011733	2.284362809	-0.764621219	0.3164301425	-1.001916958	-1.117010043	-0.08381787853	0.4783293072
1.380309356	0.4084279489	0.8173383622	0.4664665703	-1.052772898	-2.360240978	-1.518533555	-0.06585058369	0.294258639	1.834084555	1.307994289	0.3031858749	0.919860541	-0.2923609474	-0.8425100648	-0.8854749235	1.53764331	0.7594922311	0.2880819089	0.385255066	-0.5980802973	0.4558155242	-0.5942161034	0.1922553784	-0.08360253235	-0.1173463113	0.4403747838	-0.679883557	-0.774714062	1.20970618	0.547772353	0.2058215323	0.05094145706	1.651648416	-1.216009329	-0.6593262189	-0.5198842095	0.04915433219	0.3330068034	-0.753372109	-1.947975558	-1.153229567	-0.5092182823	0.6253635558	0.2165316635	0.9484964395	-0.2627078308	0.2925360036	0.7568189701	1.004703054	0.05713974956	-0.2502117951	-2.258634054	-0.6225674716	-0.06877160984	-1.402599184	0.8415746065	-1.643718104	-1.204838937	0.717986681	0.7173930251	-0.4065078782	0.09336770003	0.3950729258	1.402513095	0.3810351441	-0.4340195072	-0.2418413178	-0.2393827875	-0.3135012832	0.5152151875	-0.3390660392	1.109513251	0.4011261124	0.05616871051	0.4180280622	-2.464495404	3.528682848	0.03327438896	0.9297225236	2.155896227	0.9901949343	1.159709772	-0.02415538495	0.1760269682	1.402960574	1.555114957	1.228369628	1.765873993	-0.1557759386	-0.4188434372	0.7933711539	-0.8353516014	1.111342324	-0.4091620304	-0.005521487098	0.5457839019	0.3394294012	0.001561945079	0.369109552	0.9881733076	-1.412783477	-0.8791075736	-0.3284194988	0.2142463204	-0.3997234274	0.3316660426	0.271413046	0.3846745423	0.7730007824	-0.1798176721	0.7241607874	0.6765901717	1.848238317	0.2193671012	1.519439509	-1.652158072	0.8003062381	-0.5956769061	-1.488685534	1.502763129	-1.137845176	-0.6156830723	1.185501847	-0.1494351021	0.5555364891	-1.415929902	-0.5105431785	-0.3608841243	1.465048828	2.312126074	0.1846308222	0.4150660194	-0.7451147984	0.1699838557	0.5158493317	2.499488037	-0.5274191787	0.8295736303	-0.00204837072	2.266378426	0.09328840432	0.1945991981	0.9744362602	0.7716688673	0.9683482165	3.115063189	-1.736131209	0.6508485918	1.235772696	0.3163146226	-0.3086775098	0.9432331253	0.1341028978	-0.2743814857	0.4160526608	-0.3598382465	-2.086907092	-0.02620516719	1.770554931	0.3611905762	-0.07771360132	0.1531357375	0.8439561159	0.7779881455	-0.2016823752	0.8891999636	1.316090733	-0.6057034659	-1.85713554	-1.456719508	-1.456734596	-0.9220469765	-0.2373861164	-1.798414474	2.124227178	0.6164686308	0.2727579452	1.481476163
1.402980166	-0.3291066446	-0.08067224033	0.6031218569	-0.586696314	-1.583751278	-0.4410713277	0.4293273648	1.183865354	0.5123051531	-0.2013029873	1.781295303	-1.009028211	0.08232291072	0.393803677	0.09414376937	1.657305958	0.6490897109	-0.2850232801	-0.06601443661	-0.07408729787	-0.7964122606	0.5880219128	1.072821087	1.415302874	-0.2699476206	0.3811278822	-0.0650663384	-0.9137038025	1.305227798	-0.03830654539	-0.3229217159	-0.1853046101	1.542099377	-0.4613742621	0.88657754	0.9545670179	0.5381533182	0.5753710385	-0.3607603066	-0.7780601037	-0.6649804926	0.5785072433	-0.1131527742	-0.6371886482	0.3906945245	1.087457932	-0.4951716273	0.549933901	0.1347467726	-0.2977628369	0.1853445765	-0.6840652132	-0.8422874579	0.209061636	0.04581921527	0.2194212634	-0.1721290994	-1.189946559	2.008192709	0.4469694275	-0.4951504882	-0.505956883	0.0225117687	-0.7024747362	-1.46486356	0.2274627845	1.058102186	-0.6727058569	1.185954007	1.524136458	0.8004122393	-0.6753400047	0.4999016365	-0.935200677	0.02023822782	0.05680958932	-0.4730446477	0.9499476041	-0.2293103017	0.8128100692	0.4811893055	0.2533152558	-0.430955419	-0.5123458838	-0.5860140565	0.8971483476	-0.5317087528	1.706876866	0.2718723529	0.1700308282	0.7771189043	-0.6296379517	-0.232206835	0.202981967	0.802884187	1.124938555	0.1455072363	-0.2686355178	1.438928773	0.5807999959	-1.88296198	-0.3330110453	-0.2199577532	1.054124177	1.097123571	-1.363575395	-1.614240768	0.4791333767	0.06443252629	-0.966597572	0.9715495818	0.1823143828	0.09365777693	-0.7597902283	-1.162288876	0.1975850291	0.7138307108	0.4626739492	0.3971618916	0.03574299943	0.2456155646	-0.2205859767	-0.1979152908	-1.280019743	-0.3838518309	-0.2819325192	-1.131521098	-0.02100987061	-0.3573829229	1.422463406	-1.78379202	-0.2453447038	-0.6300169413	1.21893538	-0.4933782598	-1.788942256	-1.188326211	0.5386743456	-0.5259548499	0.5706979306	0.1042054253	-0.3296812228	-2.528098921	1.411725969	1.529503113	0.4607172165	0.4489985452	-0.3836841957	-0.4612234362	0.2127287639	-0.9359566398	0.232694181	-0.5864091436	0.5021530375	1.075108408	-1.506103145	0.3586230351	-0.5975909117	0.9597460241	0.3789458299	-0.5258956866	-1.23222219	-0.987049304	0.6773258461	-0.3329991011	-0.6166816037	1.135641983	1.393945552	-0.4932116931	-0.7842390915	-0.6517314681	-0.2710690737	-1.616180889	-0.7018278442	0.8151589378	0.3340243219	0.2231872905	-1.18469037
0.1957137568	-0.3744690293	0.3587190992	0.5202915602	-0.3942283509	-1.20041177	0.5059899497	-0.7992008666	-0.5920128868	0.2140710078	-0.8108807927	0.2743302352	-2.230243078	-0.9107353267	0.5945373984	0.3289921171	1.573770435	0.7556536976	-0.7038592418	-0.2989635035	0.3790270249	-0.6491029377	1.133999291	1.272825556	-1.108239321	-0.3755364177	-0.5061222454	0.5961057524	-0.3243433605	0.7111928201	0.6738832308	-0.934439868	-0.1678063845	1.988141089	0.4588709908	1.899130278	-0.9591521839	-0.5571101943	0.5081648931	-0.1131499723	0.8417100876	0.5339959629	0.8299145419	-0.1083452726	-0.09152952691	0.3932072623	2.723039681	0.185422702	0.6930263113	0.09610592454	-0.6353137454	-0.3388311671	-0.17733604	-0.9985508107	0.1758983207	0.07620566258	-0.0684829963	0.3379842305	-0.4033946662	1.740770911	0.6627909006	1.02488366	0.5879659767	1.1655909	1.050026746	-1.063416009	-0.5613100459	-0.417656277	1.176504295	-1.292518717	2.138906729	-0.3021649533	0.5966127985	0.1778594807	-0.9413644383	-0.2796794475	-0.4841343781	-1.191138443	0.6225063748	0.7611896442	-0.3923085137	0.6932626972	1.252995842	-0.3909326977	0.987345752	0.555405597	-0.8942566082	1.306941814	1.114277212	0.1978471702	0.2770305078	1.112796577	0.08391279767	-1.117211177	1.333802879	0.2498942852	-0.4036923011	2.643701071	-0.5111444456	-0.3250983762	0.307999714	-0.8532420999	0.6254305471	-0.03738380144	2.145574915	3.248641153	0.1927371259	-2.131038166	-0.09855459851	0.5084708722	-0.6650498792	0.7679728687	0.1427010789	0.3041793126	-0.1310521782	-1.910673553	-0.8146833826	0.1545226586	-0.06809125715	0.9779554252	-0.8756972121	-0.2176478247	0.2316236406	-1.220754802	0.6590412332	-0.8482342949	-0.08743967027	-1.243301058	0.4213714691	-0.5730806311	1.143288716	-0.5670631101	-0.706343049	-0.4486886933	-0.6400384425	-0.3800962199	-2.058527634	0.6366758085	-0.4537502521	-0.9241392126	-1.68297927	2.256444509	-0.961270919	-0.8025497739	0.8488639024	1.054348685	-2.186746386	0.1306041032	0.04517237565	0.3535061803	0.3002672922	-1.173283747	0.1937330188	0.3038152641	0.5081951557	0.8037242345	0.5822620133	1.110149178	0.5549495131	0.5700870903	0.6270010232	0.2754454768	-0.1362060378	-1.507239469	-0.2140152592	0.9128475452	0.5823570374	1.143005066	0.5135290233	-0.7000949382	-0.4437587216	0.5829193438	0.8178834871	0.7566633339	-0.2581285561	-0.7589023635	0.9978969214	0.1195190911	-1.109093496
